date;Hours;DK1;DK2
16/03/2019;11 - 12;1429;560
16/03/2019;12 - 13;1379;358
16/03/2019;13 - 14;1089;395
16/03/2019;14 - 15;934;383
16/03/2019;15 - 16;1052;335
16/03/2019;16 - 17;1407;391
16/03/2019;17 - 18;1818;505
16/03/2019;18 - 19;2055;614
16/03/2019;19 - 20;2400;770
16/03/2019;20 - 21;2773;810
16/03/2019;21 - 22;3091;844
16/03/2019;22 - 23;3059;882
16/03/2019;23 - 00;3044;905
17/03/2019;00 - 01;2966;764
17/03/2019;01 - 02;3011;771
17/03/2019;02 - 03;2997;784
17/03/2019;03 - 04;2886;731
17/03/2019;04 - 05;3022;773
17/03/2019;05 - 06;2797;745
17/03/2019;06 - 07;2746;764
17/03/2019;07 - 08;2875;763
17/03/2019;08 - 09;3102;673
17/03/2019;09 - 10;3281;738
17/03/2019;10 - 11;3362;852
17/03/2019;11 - 12;3253;914
17/03/2019;12 - 13;3047;892
17/03/2019;13 - 14;3217;919
17/03/2019;14 - 15;2961;913
17/03/2019;15 - 16;3048;973
17/03/2019;16 - 17;3651;964
17/03/2019;17 - 18;3794;962
17/03/2019;18 - 19;3784;977
17/03/2019;19 - 20;3763;989
17/03/2019;20 - 21;3718;995
17/03/2019;21 - 22;3675;994
17/03/2019;22 - 23;3589;1001
17/03/2019;23 - 00;3548;989
18/03/2019;00 - 01;3158;893
18/03/2019;01 - 02;2877;878
18/03/2019;02 - 03;2852;873
18/03/2019;03 - 04;2837;971
18/03/2019;04 - 05;2776;964
18/03/2019;05 - 06;2664;969
18/03/2019;06 - 07;2678;956
18/03/2019;07 - 08;2310;876
18/03/2019;08 - 09;2594;907
18/03/2019;09 - 10;2715;886
18/03/2019;10 - 11;2725;880
18/03/2019;11 - 12;2748;846
18/03/2019;12 - 13;2688;806
18/03/2019;13 - 14;2619;747
18/03/2019;14 - 15;2578;738
18/03/2019;15 - 16;2402;742
18/03/2019;16 - 17;2187;728
18/03/2019;17 - 18;1990;695
18/03/2019;18 - 19;1813;643
18/03/2019;19 - 20;1588;616
18/03/2019;20 - 21;1481;563
18/03/2019;21 - 22;1238;534
18/03/2019;22 - 23;1156;470
18/03/2019;23 - 00;1257;395
19/03/2019;00 - 01;1245;283
19/03/2019;01 - 02;1146;273
19/03/2019;02 - 03;1027;226
19/03/2019;03 - 04;892;193
19/03/2019;04 - 05;696;151
19/03/2019;05 - 06;643;149
19/03/2019;06 - 07;476;115
19/03/2019;07 - 08;371;92
19/03/2019;08 - 09;237;62
19/03/2019;09 - 10;198;70
19/03/2019;10 - 11;171;55
19/03/2019;11 - 12;167;56
19/03/2019;12 - 13;238;80
19/03/2019;13 - 14;334;104
19/03/2019;14 - 15;428;116
19/03/2019;15 - 16;450;119
19/03/2019;16 - 17;459;86
19/03/2019;17 - 18;479;49
19/03/2019;18 - 19;490;32
19/03/2019;19 - 20;599;64
19/03/2019;20 - 21;753;114
19/03/2019;21 - 22;959;159
19/03/2019;22 - 23;1146;147
19/03/2019;23 - 00;1433;115
20/03/2019;00 - 01;1732;136
20/03/2019;01 - 02;1922;162
20/03/2019;02 - 03;2052;216
20/03/2019;03 - 04;2306;290
20/03/2019;04 - 05;2442;391
20/03/2019;05 - 06;2458;517
20/03/2019;06 - 07;2420;506
20/03/2019;07 - 08;2155;483
20/03/2019;08 - 09;1997;490
20/03/2019;09 - 10;1648;502
20/03/2019;10 - 11;1428;621
20/03/2019;11 - 12;1375;679
20/03/2019;12 - 13;1468;624
20/03/2019;13 - 14;1572;566
20/03/2019;14 - 15;1512;653
20/03/2019;15 - 16;1368;597
20/03/2019;16 - 17;1182;544
20/03/2019;17 - 18;1012;498
20/03/2019;18 - 19;956;504
20/03/2019;19 - 20;910;393
20/03/2019;20 - 21;931;295
20/03/2019;21 - 22;927;339
20/03/2019;22 - 23;958;342
20/03/2019;23 - 00;1276;311
21/03/2019;00 - 01;1519;258
21/03/2019;01 - 02;1891;327
21/03/2019;02 - 03;2031;353
21/03/2019;03 - 04;2155;381
21/03/2019;04 - 05;2363;382
21/03/2019;05 - 06;2443;489
21/03/2019;06 - 07;2498;581
21/03/2019;07 - 08;2447;621
21/03/2019;08 - 09;2412;659
21/03/2019;09 - 10;2593;649
21/03/2019;10 - 11;2672;706
21/03/2019;11 - 12;2690;729
21/03/2019;12 - 13;2628;756
21/03/2019;13 - 14;2622;701
21/03/2019;14 - 15;2580;668
21/03/2019;15 - 16;2423;656
21/03/2019;16 - 17;2050;707
21/03/2019;17 - 18;1812;700
21/03/2019;18 - 19;1658;649
21/03/2019;19 - 20;1467;575
21/03/2019;20 - 21;1246;539
21/03/2019;21 - 22;1102;575
21/03/2019;22 - 23;863;567
21/03/2019;23 - 00;527;364
22/03/2019;00 - 01;363;289
22/03/2019;01 - 02;252;269
22/03/2019;02 - 03;141;186
22/03/2019;03 - 04;70;114
22/03/2019;04 - 05;62;32
22/03/2019;05 - 06;77;7
22/03/2019;06 - 07;150;5
22/03/2019;07 - 08;273;5
22/03/2019;08 - 09;438;13
22/03/2019;09 - 10;524;23
22/03/2019;10 - 11;655;30
22/03/2019;11 - 12;796;47
22/03/2019;12 - 13;1003;61
22/03/2019;13 - 14;1100;73
22/03/2019;14 - 15;1234;82
22/03/2019;15 - 16;1460;101
22/03/2019;16 - 17;1623;112
22/03/2019;17 - 18;1774;123
22/03/2019;18 - 19;1858;155
22/03/2019;19 - 20;1830;213
22/03/2019;20 - 21;1875;325
22/03/2019;21 - 22;1944;382
22/03/2019;22 - 23;1992;403
22/03/2019;23 - 00;2020;435
23/03/2019;00 - 01;2052;461
23/03/2019;01 - 02;2014;506
23/03/2019;02 - 03;1819;405
23/03/2019;03 - 04;1713;276
23/03/2019;04 - 05;1592;178
23/03/2019;05 - 06;1450;205
23/03/2019;06 - 07;1385;246
23/03/2019;07 - 08;1283;308
23/03/2019;08 - 09;1336;283
23/03/2019;09 - 10;1630;249
23/03/2019;10 - 11;1825;274
23/03/2019;11 - 12;2109;352
23/03/2019;12 - 13;2347;412
23/03/2019;13 - 14;2600;417
23/03/2019;14 - 15;2612;424
23/03/2019;15 - 16;2698;427
23/03/2019;16 - 17;2730;380
23/03/2019;17 - 18;2512;445
23/03/2019;18 - 19;2214;479
23/03/2019;19 - 20;1965;451
23/03/2019;20 - 21;1835;388
23/03/2019;21 - 22;1745;337
23/03/2019;22 - 23;1709;284
23/03/2019;23 - 00;1644;246
24/03/2019;00 - 01;1463;221
24/03/2019;01 - 02;1276;233
24/03/2019;02 - 03;1148;207
24/03/2019;03 - 04;968;189
24/03/2019;04 - 05;909;157
24/03/2019;05 - 06;925;130
24/03/2019;06 - 07;989;101
24/03/2019;07 - 08;1020;76
24/03/2019;08 - 09;1076;72
24/03/2019;09 - 10;1465;65
24/03/2019;10 - 11;2018;79
24/03/2019;11 - 12;2275;108
24/03/2019;12 - 13;2549;169
24/03/2019;13 - 14;2618;205
24/03/2019;14 - 15;2712;234
24/03/2019;15 - 16;2907;223
24/03/2019;16 - 17;2817;241
24/03/2019;17 - 18;2641;369
24/03/2019;18 - 19;2548;541
24/03/2019;19 - 20;2478;575
24/03/2019;20 - 21;2378;597
24/03/2019;21 - 22;2409;527
24/03/2019;22 - 23;2170;528
24/03/2019;23 - 00;1736;593
25/03/2019;00 - 01;1707;616
25/03/2019;01 - 02;1524;658
25/03/2019;02 - 03;1515;705
25/03/2019;03 - 04;1539;695
25/03/2019;04 - 05;1497;659
25/03/2019;05 - 06;1532;602
25/03/2019;06 - 07;1648;557
25/03/2019;07 - 08;1642;510
25/03/2019;08 - 09;1676;449
25/03/2019;09 - 10;1837;418
25/03/2019;10 - 11;2052;412
25/03/2019;11 - 12;2060;409
25/03/2019;12 - 13;1999;475
25/03/2019;13 - 14;1900;492
25/03/2019;14 - 15;1628;537
25/03/2019;15 - 16;1307;525
25/03/2019;16 - 17;1073;480
25/03/2019;17 - 18;914;472
25/03/2019;18 - 19;785;319
25/03/2019;19 - 20;1163;254
25/03/2019;20 - 21;1751;188
25/03/2019;21 - 22;2101;125
25/03/2019;22 - 23;2409;173
25/03/2019;23 - 00;2481;197
26/03/2019;00 - 01;2489;325
26/03/2019;01 - 02;2622;516
26/03/2019;02 - 03;2758;671
26/03/2019;03 - 04;2791;784
26/03/2019;04 - 05;2893;824
26/03/2019;05 - 06;2972;803
26/03/2019;06 - 07;2990;838
26/03/2019;07 - 08;2751;848
26/03/2019;08 - 09;3041;847
26/03/2019;09 - 10;2946;822
26/03/2019;10 - 11;2615;805
26/03/2019;11 - 12;2171;740
26/03/2019;12 - 13;1761;689
26/03/2019;13 - 14;1455;615
26/03/2019;14 - 15;1175;542
26/03/2019;15 - 16;1056;376
26/03/2019;16 - 17;949;198
26/03/2019;17 - 18;1069;78
26/03/2019;18 - 19;1099;56
26/03/2019;19 - 20;1019;39
26/03/2019;20 - 21;1013;84
26/03/2019;21 - 22;1117;167
26/03/2019;22 - 23;1498;169
26/03/2019;23 - 00;1730;192
27/03/2019;00 - 01;1861;227
27/03/2019;01 - 02;2073;281
27/03/2019;02 - 03;2176;299
27/03/2019;03 - 04;2199;322
27/03/2019;04 - 05;2195;363
27/03/2019;05 - 06;2156;406
27/03/2019;06 - 07;2287;519
27/03/2019;07 - 08;2318;549
27/03/2019;08 - 09;2282;574
27/03/2019;09 - 10;2191;557
27/03/2019;10 - 11;2053;600
27/03/2019;11 - 12;2111;668
27/03/2019;12 - 13;2155;639
27/03/2019;13 - 14;2134;640
27/03/2019;14 - 15;2063;674
27/03/2019;15 - 16;2004;704
27/03/2019;16 - 17;1828;723
27/03/2019;17 - 18;1728;657
27/03/2019;18 - 19;1765;588
27/03/2019;19 - 20;1861;539
27/03/2019;20 - 21;1868;530
27/03/2019;21 - 22;1750;506
27/03/2019;22 - 23;1707;452
27/03/2019;23 - 00;1616;385
28/03/2019;00 - 01;1568;299
28/03/2019;01 - 02;1570;357
28/03/2019;02 - 03;1361;398
28/03/2019;03 - 04;1243;407
28/03/2019;04 - 05;1265;383
28/03/2019;05 - 06;1233;291
28/03/2019;06 - 07;1136;277
28/03/2019;07 - 08;1131;208
28/03/2019;08 - 09;1111;129
28/03/2019;09 - 10;1209;99
28/03/2019;10 - 11;1126;144
28/03/2019;11 - 12;1093;182
28/03/2019;12 - 13;1172;170
28/03/2019;13 - 14;1326;149
28/03/2019;14 - 15;1455;121
28/03/2019;15 - 16;1491;98
28/03/2019;16 - 17;1472;103
28/03/2019;17 - 18;1312;107
28/03/2019;18 - 19;1210;107
28/03/2019;19 - 20;1267;156
28/03/2019;20 - 21;1334;251
28/03/2019;21 - 22;1474;284
28/03/2019;22 - 23;1570;385
28/03/2019;23 - 00;1700;365
29/03/2019;00 - 01;1776;343
29/03/2019;01 - 02;1882;262
29/03/2019;02 - 03;1998;258
29/03/2019;03 - 04;2132;271
29/03/2019;04 - 05;2325;280
29/03/2019;05 - 06;2546;354
29/03/2019;06 - 07;2690;429
29/03/2019;07 - 08;2826;447
29/03/2019;08 - 09;3009;472
29/03/2019;09 - 10;3159;527
29/03/2019;10 - 11;3259;583
29/03/2019;11 - 12;3208;617
29/03/2019;12 - 13;3098;617
29/03/2019;13 - 14;2923;592
29/03/2019;14 - 15;2772;552
29/03/2019;15 - 16;2633;530
29/03/2019;16 - 17;2468;519
29/03/2019;17 - 18;2268;460
29/03/2019;18 - 19;2018;441
29/03/2019;19 - 20;1913;357
29/03/2019;20 - 21;1840;319
29/03/2019;21 - 22;1869;293
29/03/2019;22 - 23;1773;273
29/03/2019;23 - 00;1496;257
30/03/2019;00 - 01;1328;222
30/03/2019;01 - 02;1083;175
30/03/2019;02 - 03;910;162
30/03/2019;03 - 04;818;148
30/03/2019;04 - 05;791;161
30/03/2019;05 - 06;863;163
30/03/2019;06 - 07;932;168
30/03/2019;07 - 08;929;161
30/03/2019;08 - 09;987;166
30/03/2019;09 - 10;1180;191
30/03/2019;10 - 11;1401;181
30/03/2019;11 - 12;1723;172
30/03/2019;12 - 13;2129;207
30/03/2019;13 - 14;2085;252
30/03/2019;14 - 15;1918;227
30/03/2019;15 - 16;1936;249
30/03/2019;16 - 17;2062;244
30/03/2019;17 - 18;2138;301
30/03/2019;18 - 19;2113;432
30/03/2019;19 - 20;2067;540
30/03/2019;20 - 21;2018;528
30/03/2019;21 - 22;1914;488
30/03/2019;22 - 23;1968;479
30/03/2019;23 - 00;2215;557
31/03/2019;00 - 01;2387;484
31/03/2019;01 - 02;2558;397
31/03/2019;02 - 03;;
31/03/2019;03 - 04;2729;405
31/03/2019;04 - 05;2737;494
31/03/2019;05 - 06;2661;534
31/03/2019;06 - 07;2760;567
31/03/2019;07 - 08;2613;705
31/03/2019;08 - 09;2810;814
31/03/2019;09 - 10;3148;850
31/03/2019;10 - 11;3001;784
31/03/2019;11 - 12;2570;681
31/03/2019;12 - 13;2450;542
31/03/2019;13 - 14;2277;429
31/03/2019;14 - 15;2035;357
31/03/2019;15 - 16;1916;249
31/03/2019;16 - 17;1699;190
31/03/2019;17 - 18;1541;168
31/03/2019;18 - 19;1230;129
31/03/2019;19 - 20;893;81
31/03/2019;20 - 21;674;56
31/03/2019;21 - 22;583;49
31/03/2019;22 - 23;490;69
31/03/2019;23 - 00;365;80
01/04/2019;00 - 01;244;63
01/04/2019;01 - 02;131;32
01/04/2019;02 - 03;48;14
01/04/2019;03 - 04;9;10
01/04/2019;04 - 05;1;8
01/04/2019;05 - 06;0;7
01/04/2019;06 - 07;0;13
01/04/2019;07 - 08;1;12
01/04/2019;08 - 09;3;10
01/04/2019;09 - 10;11;11
01/04/2019;10 - 11;65;16
01/04/2019;11 - 12;203;18
01/04/2019;12 - 13;227;22
01/04/2019;13 - 14;248;31
01/04/2019;14 - 15;267;43
01/04/2019;15 - 16;284;80
01/04/2019;16 - 17;316;115
01/04/2019;17 - 18;381;180
01/04/2019;18 - 19;420;263
01/04/2019;19 - 20;441;289
01/04/2019;20 - 21;700;348
01/04/2019;21 - 22;1087;491
01/04/2019;22 - 23;1266;543
01/04/2019;23 - 00;1499;477
02/04/2019;00 - 01;1614;441
02/04/2019;01 - 02;1736;503
02/04/2019;02 - 03;1798;626
02/04/2019;03 - 04;1866;684
02/04/2019;04 - 05;2009;723
02/04/2019;05 - 06;2064;724
02/04/2019;06 - 07;2080;728
02/04/2019;07 - 08;1898;721
02/04/2019;08 - 09;2017;779
02/04/2019;09 - 10;2231;819
02/04/2019;10 - 11;2511;787
02/04/2019;11 - 12;2706;716
02/04/2019;12 - 13;2774;679
02/04/2019;13 - 14;2812;739
02/04/2019;14 - 15;2813;737
02/04/2019;15 - 16;2798;723
02/04/2019;16 - 17;3001;740
02/04/2019;17 - 18;3040;730
02/04/2019;18 - 19;2541;692
02/04/2019;19 - 20;2282;711
02/04/2019;20 - 21;2203;731
02/04/2019;21 - 22;2241;761
02/04/2019;22 - 23;2014;717
02/04/2019;23 - 00;1867;695
03/04/2019;00 - 01;1678;591
03/04/2019;01 - 02;1774;689
03/04/2019;02 - 03;1787;639
03/04/2019;03 - 04;1808;535
03/04/2019;04 - 05;1639;485
03/04/2019;05 - 06;1369;498
03/04/2019;06 - 07;1147;312
03/04/2019;07 - 08;983;209
03/04/2019;08 - 09;730;164
03/04/2019;09 - 10;528;188
03/04/2019;10 - 11;401;112
03/04/2019;11 - 12;277;55
03/04/2019;12 - 13;281;28
03/04/2019;13 - 14;316;21
03/04/2019;14 - 15;302;57
03/04/2019;15 - 16;410;127
03/04/2019;16 - 17;409;233
03/04/2019;17 - 18;501;239
03/04/2019;18 - 19;795;229
03/04/2019;19 - 20;1024;276
03/04/2019;20 - 21;1032;277
03/04/2019;21 - 22;890;229
03/04/2019;22 - 23;847;245
03/04/2019;23 - 00;943;344
04/04/2019;00 - 01;1102;527
04/04/2019;01 - 02;1173;537
04/04/2019;02 - 03;1165;492
04/04/2019;03 - 04;1237;481
04/04/2019;04 - 05;1347;473
04/04/2019;05 - 06;1375;380
04/04/2019;06 - 07;1344;340
04/04/2019;07 - 08;1391;392
04/04/2019;08 - 09;1290;376
04/04/2019;09 - 10;1158;293
04/04/2019;10 - 11;992;234
04/04/2019;11 - 12;878;199
04/04/2019;12 - 13;857;199
04/04/2019;13 - 14;863;287
04/04/2019;14 - 15;853;460
04/04/2019;15 - 16;789;459
04/04/2019;16 - 17;801;504
04/04/2019;17 - 18;908;485
04/04/2019;18 - 19;870;368
04/04/2019;19 - 20;887;386
04/04/2019;20 - 21;954;422
04/04/2019;21 - 22;975;369
04/04/2019;22 - 23;960;317
04/04/2019;23 - 00;946;293
05/04/2019;00 - 01;955;274
05/04/2019;01 - 02;954;258
05/04/2019;02 - 03;829;250
05/04/2019;03 - 04;771;232
05/04/2019;04 - 05;787;242
05/04/2019;05 - 06;898;242
05/04/2019;06 - 07;988;215
05/04/2019;07 - 08;942;258
05/04/2019;08 - 09;828;265
05/04/2019;09 - 10;816;343
05/04/2019;10 - 11;821;401
05/04/2019;11 - 12;924;374
05/04/2019;12 - 13;1056;510
05/04/2019;13 - 14;1188;565
05/04/2019;14 - 15;1258;596
05/04/2019;15 - 16;1242;641
05/04/2019;16 - 17;1215;646
05/04/2019;17 - 18;1155;621
05/04/2019;18 - 19;1014;629
05/04/2019;19 - 20;987;633
05/04/2019;20 - 21;1229;639
05/04/2019;21 - 22;1311;513
05/04/2019;22 - 23;1276;422
05/04/2019;23 - 00;1199;300
06/04/2019;00 - 01;1163;184
06/04/2019;01 - 02;1159;129
06/04/2019;02 - 03;1080;65
06/04/2019;03 - 04;770;55
06/04/2019;04 - 05;779;62
06/04/2019;05 - 06;840;72
06/04/2019;06 - 07;751;110
06/04/2019;07 - 08;644;124
06/04/2019;08 - 09;417;132
06/04/2019;09 - 10;365;128
06/04/2019;10 - 11;348;146
06/04/2019;11 - 12;388;139
06/04/2019;12 - 13;359;183
06/04/2019;13 - 14;402;224
06/04/2019;14 - 15;453;313
06/04/2019;15 - 16;445;387
06/04/2019;16 - 17;400;392
06/04/2019;17 - 18;366;342
06/04/2019;18 - 19;297;320
06/04/2019;19 - 20;330;328
06/04/2019;20 - 21;435;341
06/04/2019;21 - 22;470;313
06/04/2019;22 - 23;432;282
06/04/2019;23 - 00;427;219
07/04/2019;00 - 01;385;231
07/04/2019;01 - 02;316;267
07/04/2019;02 - 03;204;217
07/04/2019;03 - 04;149;134
07/04/2019;04 - 05;96;110
07/04/2019;05 - 06;135;108
07/04/2019;06 - 07;160;79
07/04/2019;07 - 08;186;53
07/04/2019;08 - 09;201;38
07/04/2019;09 - 10;197;18
07/04/2019;10 - 11;199;10
07/04/2019;11 - 12;213;6
07/04/2019;12 - 13;224;6
07/04/2019;13 - 14;250;8
07/04/2019;14 - 15;270;14
07/04/2019;15 - 16;342;18
07/04/2019;16 - 17;476;31
07/04/2019;17 - 18;587;43
07/04/2019;18 - 19;704;50
07/04/2019;19 - 20;767;54
07/04/2019;20 - 21;917;52
07/04/2019;21 - 22;1044;42
07/04/2019;22 - 23;1118;41
07/04/2019;23 - 00;1089;36
08/04/2019;00 - 01;1040;41
08/04/2019;01 - 02;1034;65
08/04/2019;02 - 03;956;83
08/04/2019;03 - 04;1105;110
08/04/2019;04 - 05;1300;142
08/04/2019;05 - 06;1526;173
08/04/2019;06 - 07;1616;234
08/04/2019;07 - 08;1379;302
08/04/2019;08 - 09;1397;320
08/04/2019;09 - 10;1525;337
08/04/2019;10 - 11;1189;335
08/04/2019;11 - 12;1140;390
08/04/2019;12 - 13;1144;473
08/04/2019;13 - 14;1154;493
08/04/2019;14 - 15;1184;442
08/04/2019;15 - 16;1257;371
08/04/2019;16 - 17;1172;314
08/04/2019;17 - 18;1055;227
08/04/2019;18 - 19;1080;151
08/04/2019;19 - 20;860;100
08/04/2019;20 - 21;742;81
08/04/2019;21 - 22;736;68
08/04/2019;22 - 23;774;74
08/04/2019;23 - 00;704;81
09/04/2019;00 - 01;782;69
09/04/2019;01 - 02;998;63
09/04/2019;02 - 03;1167;49
09/04/2019;03 - 04;1274;58
09/04/2019;04 - 05;1248;59
09/04/2019;05 - 06;1244;54
09/04/2019;06 - 07;1281;60
09/04/2019;07 - 08;1179;58
09/04/2019;08 - 09;1167;78
09/04/2019;09 - 10;1385;120
09/04/2019;10 - 11;1371;179
09/04/2019;11 - 12;1157;197
09/04/2019;12 - 13;960;182
09/04/2019;13 - 14;865;162
09/04/2019;14 - 15;901;154
09/04/2019;15 - 16;1016;179
09/04/2019;16 - 17;1135;189
09/04/2019;17 - 18;1208;183
09/04/2019;18 - 19;1336;194
09/04/2019;19 - 20;1103;196
09/04/2019;20 - 21;872;163
09/04/2019;21 - 22;840;163
09/04/2019;22 - 23;835;141
09/04/2019;23 - 00;802;140
10/04/2019;00 - 01;716;118
10/04/2019;01 - 02;735;102
10/04/2019;02 - 03;813;87
10/04/2019;03 - 04;856;56
10/04/2019;04 - 05;969;53
10/04/2019;05 - 06;1035;78
10/04/2019;06 - 07;1049;102
10/04/2019;07 - 08;1026;111
10/04/2019;08 - 09;856;123
10/04/2019;09 - 10;961;124
10/04/2019;10 - 11;1295;117
10/04/2019;11 - 12;1341;112
10/04/2019;12 - 13;1251;108
10/04/2019;13 - 14;1145;110
10/04/2019;14 - 15;940;95
10/04/2019;15 - 16;830;93
10/04/2019;16 - 17;749;165
10/04/2019;17 - 18;684;183
10/04/2019;18 - 19;593;185
10/04/2019;19 - 20;533;182
10/04/2019;20 - 21;504;166
10/04/2019;21 - 22;479;156
10/04/2019;22 - 23;391;131
10/04/2019;23 - 00;323;108
11/04/2019;00 - 01;274;83
11/04/2019;01 - 02;254;58
11/04/2019;02 - 03;243;47
11/04/2019;03 - 04;280;43
11/04/2019;04 - 05;312;35
11/04/2019;05 - 06;378;49
11/04/2019;06 - 07;442;82
11/04/2019;07 - 08;485;84
11/04/2019;08 - 09;477;73
11/04/2019;09 - 10;442;59
11/04/2019;10 - 11;438;54
11/04/2019;11 - 12;385;61
11/04/2019;12 - 13;361;48
11/04/2019;13 - 14;385;55
11/04/2019;14 - 15;366;68
11/04/2019;15 - 16;314;78
11/04/2019;16 - 17;313;73
11/04/2019;17 - 18;311;71
11/04/2019;18 - 19;312;81
11/04/2019;19 - 20;340;83
11/04/2019;20 - 21;422;87
11/04/2019;21 - 22;534;92
11/04/2019;22 - 23;527;109
11/04/2019;23 - 00;635;82
12/04/2019;00 - 01;679;63
12/04/2019;01 - 02;656;57
12/04/2019;02 - 03;606;63
12/04/2019;03 - 04;569;93
12/04/2019;04 - 05;581;113
12/04/2019;05 - 06;544;139
12/04/2019;06 - 07;576;76
12/04/2019;07 - 08;670;79
12/04/2019;08 - 09;530;111
12/04/2019;09 - 10;499;141
12/04/2019;10 - 11;512;87
12/04/2019;11 - 12;422;133
12/04/2019;12 - 13;384;171
12/04/2019;13 - 14;429;211
12/04/2019;14 - 15;519;225
12/04/2019;15 - 16;599;257
12/04/2019;16 - 17;611;297
12/04/2019;17 - 18;579;289
12/04/2019;18 - 19;552;262
12/04/2019;19 - 20;351;230
12/04/2019;20 - 21;263;234
12/04/2019;21 - 22;326;260
12/04/2019;22 - 23;356;292
12/04/2019;23 - 00;371;309
13/04/2019;00 - 01;352;252
13/04/2019;01 - 02;369;322
13/04/2019;02 - 03;313;388
13/04/2019;03 - 04;268;431
13/04/2019;04 - 05;283;472
13/04/2019;05 - 06;398;442
13/04/2019;06 - 07;535;437
13/04/2019;07 - 08;610;370
13/04/2019;08 - 09;591;378
13/04/2019;09 - 10;682;414
13/04/2019;10 - 11;1022;586
13/04/2019;11 - 12;1416;642
13/04/2019;12 - 13;1610;663
13/04/2019;13 - 14;1618;652
13/04/2019;14 - 15;1538;644
13/04/2019;15 - 16;1514;677
13/04/2019;16 - 17;1426;673
13/04/2019;17 - 18;1312;709
13/04/2019;18 - 19;1176;726
13/04/2019;19 - 20;933;695
13/04/2019;20 - 21;742;634
13/04/2019;21 - 22;761;597
13/04/2019;22 - 23;802;623
13/04/2019;23 - 00;940;637
14/04/2019;00 - 01;1277;641
14/04/2019;01 - 02;1282;634
14/04/2019;02 - 03;1234;611
14/04/2019;03 - 04;1193;617
14/04/2019;04 - 05;1090;574
14/04/2019;05 - 06;882;506
14/04/2019;06 - 07;1034;480
14/04/2019;07 - 08;1221;430
14/04/2019;08 - 09;1420;427
14/04/2019;09 - 10;2080;487
14/04/2019;10 - 11;2122;522
14/04/2019;11 - 12;1888;637
14/04/2019;12 - 13;1665;687
14/04/2019;13 - 14;1565;732
14/04/2019;14 - 15;1428;752
14/04/2019;15 - 16;1276;736
14/04/2019;16 - 17;1162;706
14/04/2019;17 - 18;1031;676
14/04/2019;18 - 19;974;664
14/04/2019;19 - 20;856;624
14/04/2019;20 - 21;796;599
14/04/2019;21 - 22;887;577
14/04/2019;22 - 23;1000;528
14/04/2019;23 - 00;1048;507
15/04/2019;00 - 01;933;519
15/04/2019;01 - 02;875;504
15/04/2019;02 - 03;1006;445
15/04/2019;03 - 04;920;408
15/04/2019;04 - 05;834;363
15/04/2019;05 - 06;765;304
15/04/2019;06 - 07;621;281
15/04/2019;07 - 08;538;279
15/04/2019;08 - 09;534;276
15/04/2019;09 - 10;848;299
15/04/2019;10 - 11;1325;339
15/04/2019;11 - 12;1545;366
15/04/2019;12 - 13;1467;413
15/04/2019;13 - 14;1321;488
15/04/2019;14 - 15;1191;513
15/04/2019;15 - 16;1086;546
15/04/2019;16 - 17;1028;610
15/04/2019;17 - 18;1064;606
15/04/2019;18 - 19;1053;579
15/04/2019;19 - 20;1029;506
15/04/2019;20 - 21;1029;469
15/04/2019;21 - 22;1119;425
15/04/2019;22 - 23;1171;420
15/04/2019;23 - 00;1080;451
16/04/2019;00 - 01;1140;469
16/04/2019;01 - 02;1128;491
16/04/2019;02 - 03;1000;489
16/04/2019;03 - 04;927;432
16/04/2019;04 - 05;863;389
16/04/2019;05 - 06;815;380
16/04/2019;06 - 07;824;385
16/04/2019;07 - 08;951;338
16/04/2019;08 - 09;962;303
16/04/2019;09 - 10;1486;302
16/04/2019;10 - 11;1893;313
16/04/2019;11 - 12;1926;363
16/04/2019;12 - 13;1970;353
16/04/2019;13 - 14;2065;357
16/04/2019;14 - 15;2170;411
16/04/2019;15 - 16;2133;521
16/04/2019;16 - 17;2062;567
16/04/2019;17 - 18;1975;619
16/04/2019;18 - 19;1691;646
16/04/2019;19 - 20;1427;636
16/04/2019;20 - 21;1420;660
16/04/2019;21 - 22;1542;698
16/04/2019;22 - 23;1746;699
16/04/2019;23 - 00;1928;698
17/04/2019;00 - 01;2033;689
17/04/2019;01 - 02;1966;629
17/04/2019;02 - 03;1868;544
17/04/2019;03 - 04;1771;488
17/04/2019;04 - 05;1762;449
17/04/2019;05 - 06;1832;431
17/04/2019;06 - 07;1856;375
17/04/2019;07 - 08;1708;281
17/04/2019;08 - 09;1514;244
17/04/2019;09 - 10;1354;181
17/04/2019;10 - 11;1122;154
17/04/2019;11 - 12;1058;172
17/04/2019;12 - 13;1192;238
17/04/2019;13 - 14;1441;308
17/04/2019;14 - 15;1415;411
17/04/2019;15 - 16;1292;426
17/04/2019;16 - 17;1167;382
17/04/2019;17 - 18;1047;385
17/04/2019;18 - 19;930;350
17/04/2019;19 - 20;855;297
17/04/2019;20 - 21;861;234
17/04/2019;21 - 22;977;243
17/04/2019;22 - 23;1126;264
17/04/2019;23 - 00;1182;272
18/04/2019;00 - 01;1115;279
18/04/2019;01 - 02;1080;313
18/04/2019;02 - 03;952;310
18/04/2019;03 - 04;878;313
18/04/2019;04 - 05;920;354
18/04/2019;05 - 06;991;364
18/04/2019;06 - 07;978;355
18/04/2019;07 - 08;825;291
18/04/2019;08 - 09;523;244
18/04/2019;09 - 10;460;233
18/04/2019;10 - 11;557;291
18/04/2019;11 - 12;775;309
