date;Hours;DK1;DK2
15/10/2019;05 - 06;2516;788
15/10/2019;06 - 07;2503;792
15/10/2019;07 - 08;2428;769
15/10/2019;08 - 09;2271;741
15/10/2019;09 - 10;1998;590
15/10/2019;10 - 11;1617;381
15/10/2019;11 - 12;1317;235
15/10/2019;12 - 13;1144;160
15/10/2019;13 - 14;823;116
15/10/2019;14 - 15;649;114
15/10/2019;15 - 16;556;77
15/10/2019;16 - 17;472;38
15/10/2019;17 - 18;385;26
15/10/2019;18 - 19;421;28
15/10/2019;19 - 20;407;24
15/10/2019;20 - 21;395;18
15/10/2019;21 - 22;356;17
15/10/2019;22 - 23;260;16
15/10/2019;23 - 00;189;17
16/10/2019;00 - 01;140;29
16/10/2019;01 - 02;108;40
16/10/2019;02 - 03;75;54
16/10/2019;03 - 04;48;85
16/10/2019;04 - 05;29;77
16/10/2019;05 - 06;20;36
16/10/2019;06 - 07;6;39
16/10/2019;07 - 08;3;36
16/10/2019;08 - 09;2;53
16/10/2019;09 - 10;16;70
16/10/2019;10 - 11;31;63
16/10/2019;11 - 12;66;54
16/10/2019;12 - 13;124;84
16/10/2019;13 - 14;108;105
16/10/2019;14 - 15;129;96
16/10/2019;15 - 16;129;153
16/10/2019;16 - 17;101;174
16/10/2019;17 - 18;95;187
16/10/2019;18 - 19;159;153
16/10/2019;19 - 20;228;120
16/10/2019;20 - 21;265;188
16/10/2019;21 - 22;279;163
16/10/2019;22 - 23;415;99
16/10/2019;23 - 00;495;87
17/10/2019;00 - 01;544;81
17/10/2019;01 - 02;537;119
17/10/2019;02 - 03;531;160
17/10/2019;03 - 04;512;163
17/10/2019;04 - 05;544;171
17/10/2019;05 - 06;547;201
17/10/2019;06 - 07;581;281
17/10/2019;07 - 08;672;351
17/10/2019;08 - 09;702;411
17/10/2019;09 - 10;670;408
17/10/2019;10 - 11;699;425
17/10/2019;11 - 12;664;386
17/10/2019;12 - 13;743;372
17/10/2019;13 - 14;852;372
17/10/2019;14 - 15;682;315
17/10/2019;15 - 16;634;236
17/10/2019;16 - 17;495;207
17/10/2019;17 - 18;390;125
17/10/2019;18 - 19;510;63
17/10/2019;19 - 20;577;66
17/10/2019;20 - 21;528;76
17/10/2019;21 - 22;539;59
17/10/2019;22 - 23;535;52
17/10/2019;23 - 00;509;30
18/10/2019;00 - 01;492;37
18/10/2019;01 - 02;561;63
18/10/2019;02 - 03;634;92
18/10/2019;03 - 04;636;152
18/10/2019;04 - 05;642;281
18/10/2019;05 - 06;678;327
18/10/2019;06 - 07;710;354
18/10/2019;07 - 08;764;375
18/10/2019;08 - 09;861;294
18/10/2019;09 - 10;755;314
18/10/2019;10 - 11;804;324
18/10/2019;11 - 12;819;282
18/10/2019;12 - 13;981;276
18/10/2019;13 - 14;994;376
18/10/2019;14 - 15;823;418
18/10/2019;15 - 16;902;481
18/10/2019;16 - 17;1047;500
18/10/2019;17 - 18;1271;642
18/10/2019;18 - 19;1697;775
18/10/2019;19 - 20;1893;829
18/10/2019;20 - 21;2107;866
18/10/2019;21 - 22;2284;852
18/10/2019;22 - 23;2515;833
18/10/2019;23 - 00;2690;844
19/10/2019;00 - 01;2773;834
19/10/2019;01 - 02;2748;813
19/10/2019;02 - 03;2659;780
19/10/2019;03 - 04;2437;757
19/10/2019;04 - 05;2438;763
19/10/2019;05 - 06;2408;758
19/10/2019;06 - 07;2363;710
19/10/2019;07 - 08;2345;649
19/10/2019;08 - 09;2398;633
19/10/2019;09 - 10;2381;552
19/10/2019;10 - 11;2185;461
19/10/2019;11 - 12;2114;469
19/10/2019;12 - 13;2002;510
19/10/2019;13 - 14;1788;518
19/10/2019;14 - 15;1542;470
19/10/2019;15 - 16;1278;373
19/10/2019;16 - 17;1205;294
19/10/2019;17 - 18;1061;366
19/10/2019;18 - 19;876;482
19/10/2019;19 - 20;888;501
19/10/2019;20 - 21;731;538
19/10/2019;21 - 22;596;535
19/10/2019;22 - 23;636;502
19/10/2019;23 - 00;674;476
20/10/2019;00 - 01;937;397
20/10/2019;01 - 02;1024;235
20/10/2019;02 - 03;1060;165
20/10/2019;03 - 04;1030;118
20/10/2019;04 - 05;1048;98
20/10/2019;05 - 06;934;59
20/10/2019;06 - 07;772;46
20/10/2019;07 - 08;745;50
20/10/2019;08 - 09;650;70
20/10/2019;09 - 10;586;77
20/10/2019;10 - 11;478;56
20/10/2019;11 - 12;437;39
20/10/2019;12 - 13;454;25
20/10/2019;13 - 14;394;19
20/10/2019;14 - 15;275;13
20/10/2019;15 - 16;221;13
20/10/2019;16 - 17;123;11
20/10/2019;17 - 18;75;12
20/10/2019;18 - 19;71;15
20/10/2019;19 - 20;67;15
20/10/2019;20 - 21;56;14
20/10/2019;21 - 22;50;12
20/10/2019;22 - 23;48;17
20/10/2019;23 - 00;54;22
21/10/2019;00 - 01;63;27
21/10/2019;01 - 02;95;46
21/10/2019;02 - 03;124;66
21/10/2019;03 - 04;194;96
21/10/2019;04 - 05;267;174
21/10/2019;05 - 06;365;179
21/10/2019;06 - 07;315;194
21/10/2019;07 - 08;319;205
21/10/2019;08 - 09;361;295
21/10/2019;09 - 10;395;375
21/10/2019;10 - 11;395;324
21/10/2019;11 - 12;328;173
21/10/2019;12 - 13;311;405
21/10/2019;13 - 14;279;189
21/10/2019;14 - 15;249;106
21/10/2019;15 - 16;254;65
21/10/2019;16 - 17;275;74
21/10/2019;17 - 18;295;84
21/10/2019;18 - 19;229;111
21/10/2019;19 - 20;152;123
21/10/2019;20 - 21;139;145
21/10/2019;21 - 22;117;135
21/10/2019;22 - 23;153;131
21/10/2019;23 - 00;108;131
22/10/2019;00 - 01;88;86
22/10/2019;01 - 02;97;91
22/10/2019;02 - 03;101;145
22/10/2019;03 - 04;131;193
22/10/2019;04 - 05;158;237
22/10/2019;05 - 06;171;214
22/10/2019;06 - 07;196;261
22/10/2019;07 - 08;242;338
22/10/2019;08 - 09;294;413
22/10/2019;09 - 10;352;454
22/10/2019;10 - 11;483;516
22/10/2019;11 - 12;542;452
22/10/2019;12 - 13;843;534
22/10/2019;13 - 14;1331;519
22/10/2019;14 - 15;1820;488
22/10/2019;15 - 16;2192;490
22/10/2019;16 - 17;2358;468
22/10/2019;17 - 18;2196;433
22/10/2019;18 - 19;2108;439
22/10/2019;19 - 20;2106;466
22/10/2019;20 - 21;2057;442
22/10/2019;21 - 22;2005;403
22/10/2019;22 - 23;1988;359
22/10/2019;23 - 00;1825;304
23/10/2019;00 - 01;1730;254
23/10/2019;01 - 02;1757;269
23/10/2019;02 - 03;1726;251
23/10/2019;03 - 04;1618;176
23/10/2019;04 - 05;1373;143
23/10/2019;05 - 06;1158;89
23/10/2019;06 - 07;1010;68
23/10/2019;07 - 08;1017;95
23/10/2019;08 - 09;994;84
23/10/2019;09 - 10;906;88
23/10/2019;10 - 11;906;87
23/10/2019;11 - 12;939;114
23/10/2019;12 - 13;932;99
23/10/2019;13 - 14;884;70
23/10/2019;14 - 15;744;51
23/10/2019;15 - 16;634;60
23/10/2019;16 - 17;638;54
23/10/2019;17 - 18;541;55
23/10/2019;18 - 19;493;65
23/10/2019;19 - 20;557;85
23/10/2019;20 - 21;614;145
23/10/2019;21 - 22;637;216
23/10/2019;22 - 23;608;349
23/10/2019;23 - 00;638;260
24/10/2019;00 - 01;557;245
24/10/2019;01 - 02;590;241
24/10/2019;02 - 03;667;272
24/10/2019;03 - 04;731;229
24/10/2019;04 - 05;876;185
24/10/2019;05 - 06;1083;210
24/10/2019;06 - 07;1325;204
24/10/2019;07 - 08;1392;216
24/10/2019;08 - 09;1434;268
24/10/2019;09 - 10;1404;388
24/10/2019;10 - 11;1402;446
24/10/2019;11 - 12;1314;476
24/10/2019;12 - 13;1484;433
24/10/2019;13 - 14;1676;359
24/10/2019;14 - 15;1701;288
24/10/2019;15 - 16;1701;331
24/10/2019;16 - 17;1569;385
24/10/2019;17 - 18;1229;268
24/10/2019;18 - 19;1151;278
24/10/2019;19 - 20;1439;246
24/10/2019;20 - 21;1822;315
24/10/2019;21 - 22;2141;403
24/10/2019;22 - 23;2164;434
24/10/2019;23 - 00;2275;464
25/10/2019;00 - 01;2549;502
25/10/2019;01 - 02;2882;639
25/10/2019;02 - 03;2727;668
25/10/2019;03 - 04;2405;607
25/10/2019;04 - 05;2509;787
25/10/2019;05 - 06;2628;736
25/10/2019;06 - 07;2100;563
25/10/2019;07 - 08;2339;579
25/10/2019;08 - 09;2203;658
25/10/2019;09 - 10;2192;658
25/10/2019;10 - 11;2504;688
25/10/2019;11 - 12;2775;811
25/10/2019;12 - 13;2811;823
25/10/2019;13 - 14;3068;890
25/10/2019;14 - 15;2856;864
25/10/2019;15 - 16;2249;737
25/10/2019;16 - 17;1606;685
25/10/2019;17 - 18;1060;547
25/10/2019;18 - 19;792;369
25/10/2019;19 - 20;679;428
25/10/2019;20 - 21;950;542
25/10/2019;21 - 22;1313;619
25/10/2019;22 - 23;2023;666
25/10/2019;23 - 00;2498;733
26/10/2019;00 - 01;2952;935
26/10/2019;01 - 02;3036;1007
26/10/2019;02 - 03;2913;941
26/10/2019;03 - 04;2557;869
26/10/2019;04 - 05;2602;868
26/10/2019;05 - 06;2540;862
26/10/2019;06 - 07;2567;857
26/10/2019;07 - 08;2651;859
26/10/2019;08 - 09;1847;988
26/10/2019;09 - 10;1322;983
26/10/2019;10 - 11;1027;959
26/10/2019;11 - 12;829;937
26/10/2019;12 - 13;649;927
26/10/2019;13 - 14;536;900
26/10/2019;14 - 15;498;845
26/10/2019;15 - 16;485;827
26/10/2019;16 - 17;499;798
26/10/2019;17 - 18;657;798
26/10/2019;18 - 19;906;776
26/10/2019;19 - 20;898;770
26/10/2019;20 - 21;899;776
26/10/2019;21 - 22;859;779
26/10/2019;22 - 23;823;827
26/10/2019;23 - 00;775;848
27/10/2019;00 - 01;845;868
27/10/2019;01 - 02;789;867
27/10/2019;02 - 03;1556;922
27/10/2019;02 - 03;1570;923
27/10/2019;03 - 04;1513;803
27/10/2019;04 - 05;1802;789
27/10/2019;05 - 06;1866;766
27/10/2019;06 - 07;1843;886
27/10/2019;07 - 08;2086;792
27/10/2019;08 - 09;2205;832
27/10/2019;09 - 10;2347;846
27/10/2019;10 - 11;2308;900
27/10/2019;11 - 12;2417;947
27/10/2019;12 - 13;2777;942
27/10/2019;13 - 14;2933;916
27/10/2019;14 - 15;2803;844
27/10/2019;15 - 16;2574;831
27/10/2019;16 - 17;2537;791
27/10/2019;17 - 18;2482;691
27/10/2019;18 - 19;1979;675
27/10/2019;19 - 20;2059;759
27/10/2019;20 - 21;2387;842
27/10/2019;21 - 22;2401;886
27/10/2019;22 - 23;2446;864
27/10/2019;23 - 00;2365;876
28/10/2019;00 - 01;2252;894
28/10/2019;01 - 02;2133;904
28/10/2019;02 - 03;1834;879
28/10/2019;03 - 04;1508;845
28/10/2019;04 - 05;1154;805
28/10/2019;05 - 06;934;711
28/10/2019;06 - 07;869;606
28/10/2019;07 - 08;784;456
28/10/2019;08 - 09;607;350
28/10/2019;09 - 10;677;231
28/10/2019;10 - 11;796;182
28/10/2019;11 - 12;1057;143
28/10/2019;12 - 13;1132;121
28/10/2019;13 - 14;1103;163
28/10/2019;14 - 15;1191;238
28/10/2019;15 - 16;1043;251
28/10/2019;16 - 17;853;171
28/10/2019;17 - 18;662;189
28/10/2019;18 - 19;715;193
28/10/2019;19 - 20;644;202
28/10/2019;20 - 21;616;198
28/10/2019;21 - 22;536;193
28/10/2019;22 - 23;449;191
28/10/2019;23 - 00;455;173
29/10/2019;00 - 01;406;179
29/10/2019;01 - 02;385;217
29/10/2019;02 - 03;369;158
29/10/2019;03 - 04;420;138
29/10/2019;04 - 05;323;163
29/10/2019;05 - 06;284;175
29/10/2019;06 - 07;414;191
29/10/2019;07 - 08;342;173
29/10/2019;08 - 09;354;138
29/10/2019;09 - 10;325;83
29/10/2019;10 - 11;213;84
29/10/2019;11 - 12;147;92
29/10/2019;12 - 13;105;93
29/10/2019;13 - 14;103;93
29/10/2019;14 - 15;117;103
29/10/2019;15 - 16;131;103
29/10/2019;16 - 17;133;118
29/10/2019;17 - 18;134;131
29/10/2019;18 - 19;110;161
29/10/2019;19 - 20;87;141
29/10/2019;20 - 21;81;94
29/10/2019;21 - 22;65;86
29/10/2019;22 - 23;47;65
29/10/2019;23 - 00;32;65
30/10/2019;00 - 01;55;58
30/10/2019;01 - 02;97;54
30/10/2019;02 - 03;155;38
30/10/2019;03 - 04;227;23
30/10/2019;04 - 05;326;20
30/10/2019;05 - 06;388;18
30/10/2019;06 - 07;448;22
30/10/2019;07 - 08;535;26
30/10/2019;08 - 09;578;29
30/10/2019;09 - 10;573;23
30/10/2019;10 - 11;517;17
30/10/2019;11 - 12;518;19
30/10/2019;12 - 13;574;25
30/10/2019;13 - 14;608;28
30/10/2019;14 - 15;628;29
30/10/2019;15 - 16;637;27
30/10/2019;16 - 17;578;30
30/10/2019;17 - 18;591;38
30/10/2019;18 - 19;624;48
30/10/2019;19 - 20;643;63
30/10/2019;20 - 21;685;76
30/10/2019;21 - 22;669;95
30/10/2019;22 - 23;667;103
30/10/2019;23 - 00;691;104
31/10/2019;00 - 01;678;104
31/10/2019;01 - 02;665;116
31/10/2019;02 - 03;659;132
31/10/2019;03 - 04;694;139
31/10/2019;04 - 05;666;152
31/10/2019;05 - 06;618;143
31/10/2019;06 - 07;566;136
31/10/2019;07 - 08;560;136
31/10/2019;08 - 09;571;137
31/10/2019;09 - 10;509;116
31/10/2019;10 - 11;448;115
31/10/2019;11 - 12;471;116
31/10/2019;12 - 13;584;141
31/10/2019;13 - 14;601;117
31/10/2019;14 - 15;529;89
31/10/2019;15 - 16;436;52
31/10/2019;16 - 17;389;39
31/10/2019;17 - 18;347;35
31/10/2019;18 - 19;288;35
31/10/2019;19 - 20;282;35
31/10/2019;20 - 21;338;37
31/10/2019;21 - 22;418;44
31/10/2019;22 - 23;450;57
31/10/2019;23 - 00;505;70
01/11/2019;00 - 01;618;79
01/11/2019;01 - 02;760;108
01/11/2019;02 - 03;785;113
01/11/2019;03 - 04;823;129
01/11/2019;04 - 05;848;176
01/11/2019;05 - 06;936;217
01/11/2019;06 - 07;1132;235
01/11/2019;07 - 08;1391;253
01/11/2019;08 - 09;1561;309
01/11/2019;09 - 10;1673;415
01/11/2019;10 - 11;1813;553
01/11/2019;11 - 12;1883;582
01/11/2019;12 - 13;1885;522
01/11/2019;13 - 14;1851;487
01/11/2019;14 - 15;1797;549
01/11/2019;15 - 16;1653;614
01/11/2019;16 - 17;1520;606
01/11/2019;17 - 18;1369;608
01/11/2019;18 - 19;1294;550
01/11/2019;19 - 20;1153;469
01/11/2019;20 - 21;982;392
01/11/2019;21 - 22;812;318
01/11/2019;22 - 23;644;249
01/11/2019;23 - 00;561;197
02/11/2019;00 - 01;490;191
02/11/2019;01 - 02;452;146
02/11/2019;02 - 03;498;149
02/11/2019;03 - 04;543;153
02/11/2019;04 - 05;596;161
02/11/2019;05 - 06;686;167
02/11/2019;06 - 07;770;190
02/11/2019;07 - 08;872;183
02/11/2019;08 - 09;965;197
02/11/2019;09 - 10;1052;189
02/11/2019;10 - 11;1184;177
02/11/2019;11 - 12;1333;187
02/11/2019;12 - 13;1473;219
02/11/2019;13 - 14;1595;296
02/11/2019;14 - 15;1715;314
02/11/2019;15 - 16;1804;308
02/11/2019;16 - 17;1707;264
02/11/2019;17 - 18;1638;323
02/11/2019;18 - 19;1605;477
02/11/2019;19 - 20;1424;528
02/11/2019;20 - 21;1117;563
02/11/2019;21 - 22;1075;460
02/11/2019;22 - 23;1032;332
02/11/2019;23 - 00;1013;244
03/11/2019;00 - 01;997;272
03/11/2019;01 - 02;949;312
03/11/2019;02 - 03;899;248
03/11/2019;03 - 04;842;203
03/11/2019;04 - 05;882;188
03/11/2019;05 - 06;838;161
03/11/2019;06 - 07;740;124
03/11/2019;07 - 08;618;85
03/11/2019;08 - 09;590;77
03/11/2019;09 - 10;491;77
03/11/2019;10 - 11;402;82
03/11/2019;11 - 12;383;68
03/11/2019;12 - 13;355;44
03/11/2019;13 - 14;246;24
03/11/2019;14 - 15;229;21
03/11/2019;15 - 16;201;18
03/11/2019;16 - 17;309;23
03/11/2019;17 - 18;462;37
03/11/2019;18 - 19;526;68
03/11/2019;19 - 20;622;92
03/11/2019;20 - 21;714;96
03/11/2019;21 - 22;780;82
03/11/2019;22 - 23;883;86
03/11/2019;23 - 00;1097;103
04/11/2019;00 - 01;1380;119
04/11/2019;01 - 02;1587;169
04/11/2019;02 - 03;1741;187
04/11/2019;03 - 04;1980;219
04/11/2019;04 - 05;2305;313
04/11/2019;05 - 06;2192;397
04/11/2019;06 - 07;2389;467
04/11/2019;07 - 08;2792;496
04/11/2019;08 - 09;2846;532
04/11/2019;09 - 10;2956;545
04/11/2019;10 - 11;2971;667
04/11/2019;11 - 12;3002;755
04/11/2019;12 - 13;3064;724
04/11/2019;13 - 14;3008;627
04/11/2019;14 - 15;2909;514
04/11/2019;15 - 16;2866;465
04/11/2019;16 - 17;2815;460
04/11/2019;17 - 18;2875;444
04/11/2019;18 - 19;2819;424
04/11/2019;19 - 20;2726;379
04/11/2019;20 - 21;2627;387
04/11/2019;21 - 22;2539;368
04/11/2019;22 - 23;2526;403
04/11/2019;23 - 00;2475;572
05/11/2019;00 - 01;2372;567
05/11/2019;01 - 02;2284;558
05/11/2019;02 - 03;2269;488
05/11/2019;03 - 04;2291;414
05/11/2019;04 - 05;2232;361
05/11/2019;05 - 06;2129;315
05/11/2019;06 - 07;2038;311
05/11/2019;07 - 08;1984;317
05/11/2019;08 - 09;1947;330
05/11/2019;09 - 10;1886;336
05/11/2019;10 - 11;1816;301
05/11/2019;11 - 12;1574;255
05/11/2019;12 - 13;1338;234
05/11/2019;13 - 14;1168;221
05/11/2019;14 - 15;985;203
05/11/2019;15 - 16;899;166
05/11/2019;16 - 17;871;200
05/11/2019;17 - 18;824;185
05/11/2019;18 - 19;837;164
05/11/2019;19 - 20;770;167
05/11/2019;20 - 21;725;196
05/11/2019;21 - 22;717;227
05/11/2019;22 - 23;588;206
05/11/2019;23 - 00;496;186
06/11/2019;00 - 01;440;159
06/11/2019;01 - 02;439;140
06/11/2019;02 - 03;427;121
06/11/2019;03 - 04;387;108
06/11/2019;04 - 05;358;106
06/11/2019;05 - 06;367;81
06/11/2019;06 - 07;352;76
06/11/2019;07 - 08;277;68
06/11/2019;08 - 09;227;63
06/11/2019;09 - 10;200;53
06/11/2019;10 - 11;194;39
06/11/2019;11 - 12;107;28
06/11/2019;12 - 13;76;27
06/11/2019;13 - 14;50;26
06/11/2019;14 - 15;31;26
06/11/2019;15 - 16;28;24
06/11/2019;16 - 17;55;29
06/11/2019;17 - 18;73;31
06/11/2019;18 - 19;78;30
06/11/2019;19 - 20;63;30
06/11/2019;20 - 21;58;29
06/11/2019;21 - 22;57;30
06/11/2019;22 - 23;57;31
06/11/2019;23 - 00;69;32
07/11/2019;00 - 01;76;32
07/11/2019;01 - 02;89;30
07/11/2019;02 - 03;65;30
07/11/2019;03 - 04;77;28
07/11/2019;04 - 05;103;25
07/11/2019;05 - 06;131;27
07/11/2019;06 - 07;169;31
07/11/2019;07 - 08;220;38
07/11/2019;08 - 09;234;42
07/11/2019;09 - 10;223;36
07/11/2019;10 - 11;208;32
07/11/2019;11 - 12;213;33
07/11/2019;12 - 13;223;51
07/11/2019;13 - 14;262;54
07/11/2019;14 - 15;320;63
07/11/2019;15 - 16;388;82
07/11/2019;16 - 17;518;111
07/11/2019;17 - 18;709;140
07/11/2019;18 - 19;938;139
07/11/2019;19 - 20;1202;177
07/11/2019;20 - 21;1314;215
07/11/2019;21 - 22;1262;219
07/11/2019;22 - 23;1240;192
07/11/2019;23 - 00;1295;234
08/11/2019;00 - 01;1374;282
08/11/2019;01 - 02;1393;311
08/11/2019;02 - 03;1492;384
08/11/2019;03 - 04;1521;430
08/11/2019;04 - 05;1541;354
08/11/2019;05 - 06;1400;317
08/11/2019;06 - 07;1156;272
08/11/2019;07 - 08;951;258
08/11/2019;08 - 09;907;183
08/11/2019;09 - 10;730;137
08/11/2019;10 - 11;628;109
08/11/2019;11 - 12;496;82
08/11/2019;12 - 13;469;52
08/11/2019;13 - 14;371;36
08/11/2019;14 - 15;239;28
08/11/2019;15 - 16;157;26
08/11/2019;16 - 17;160;26
08/11/2019;17 - 18;198;24
08/11/2019;18 - 19;231;22
08/11/2019;19 - 20;290;22
08/11/2019;20 - 21;261;22
08/11/2019;21 - 22;219;22
08/11/2019;22 - 23;198;22
08/11/2019;23 - 00;186;19
09/11/2019;00 - 01;162;33
09/11/2019;01 - 02;157;55
09/11/2019;02 - 03;155;59
09/11/2019;03 - 04;143;67
09/11/2019;04 - 05;164;54
09/11/2019;05 - 06;231;54
09/11/2019;06 - 07;233;57
09/11/2019;07 - 08;238;58
09/11/2019;08 - 09;251;74
09/11/2019;09 - 10;255;68
09/11/2019;10 - 11;222;72
09/11/2019;11 - 12;244;70
09/11/2019;12 - 13;301;67
09/11/2019;13 - 14;321;65
09/11/2019;14 - 15;355;57
09/11/2019;15 - 16;393;59
09/11/2019;16 - 17;399;67
09/11/2019;17 - 18;455;64
09/11/2019;18 - 19;462;83
09/11/2019;19 - 20;467;83
09/11/2019;20 - 21;399;71
09/11/2019;21 - 22;327;69
09/11/2019;22 - 23;261;96
09/11/2019;23 - 00;252;123
10/11/2019;00 - 01;220;100
10/11/2019;01 - 02;196;66
10/11/2019;02 - 03;229;49
10/11/2019;03 - 04;254;51
10/11/2019;04 - 05;305;49
10/11/2019;05 - 06;377;46
10/11/2019;06 - 07;343;32
10/11/2019;07 - 08;340;35
10/11/2019;08 - 09;304;40
10/11/2019;09 - 10;300;40
10/11/2019;10 - 11;191;50
10/11/2019;11 - 12;105;55
10/11/2019;12 - 13;98;32
10/11/2019;13 - 14;98;27
10/11/2019;14 - 15;91;26
10/11/2019;15 - 16;146;28
10/11/2019;16 - 17;211;39
10/11/2019;17 - 18;319;73
10/11/2019;18 - 19;437;136
10/11/2019;19 - 20;553;233
10/11/2019;20 - 21;678;317
10/11/2019;21 - 22;741;397
10/11/2019;22 - 23;861;449
10/11/2019;23 - 00;1065;465
11/11/2019;00 - 01;1187;511
11/11/2019;01 - 02;1246;469
11/11/2019;02 - 03;1389;475
11/11/2019;03 - 04;1353;440
11/11/2019;04 - 05;1174;436
11/11/2019;05 - 06;918;385
11/11/2019;06 - 07;813;384
11/11/2019;07 - 08;891;397
11/11/2019;08 - 09;969;384
11/11/2019;09 - 10;1121;401
11/11/2019;10 - 11;1365;430
11/11/2019;11 - 12;1427;430
11/11/2019;12 - 13;1573;441
11/11/2019;13 - 14;1654;416
11/11/2019;14 - 15;1695;432
11/11/2019;15 - 16;1800;435
11/11/2019;16 - 17;1963;450
11/11/2019;17 - 18;2185;418
11/11/2019;18 - 19;2386;540
11/11/2019;19 - 20;2542;678
11/11/2019;20 - 21;2585;779
11/11/2019;21 - 22;2539;831
11/11/2019;22 - 23;2672;848
11/11/2019;23 - 00;2760;765
12/11/2019;00 - 01;2688;696
12/11/2019;01 - 02;2672;656
12/11/2019;02 - 03;2784;645
12/11/2019;03 - 04;2849;639
12/11/2019;04 - 05;2784;641
12/11/2019;05 - 06;2827;621
12/11/2019;06 - 07;2783;674
12/11/2019;07 - 08;2623;727
12/11/2019;08 - 09;2850;707
12/11/2019;09 - 10;2995;741
12/11/2019;10 - 11;2886;779
12/11/2019;11 - 12;2828;819
12/11/2019;12 - 13;2671;795
12/11/2019;13 - 14;2536;785
12/11/2019;14 - 15;2493;774
12/11/2019;15 - 16;2345;653
12/11/2019;16 - 17;2148;490
12/11/2019;17 - 18;2227;465
12/11/2019;18 - 19;2235;532
12/11/2019;19 - 20;2149;527
12/11/2019;20 - 21;1965;547
12/11/2019;21 - 22;1864;666
12/11/2019;22 - 23;1684;603
12/11/2019;23 - 00;1638;496
13/11/2019;00 - 01;1660;315
13/11/2019;01 - 02;1472;249
13/11/2019;02 - 03;1388;233
13/11/2019;03 - 04;1286;201
13/11/2019;04 - 05;1409;176
13/11/2019;05 - 06;1471;205
13/11/2019;06 - 07;1375;164
13/11/2019;07 - 08;1403;214
13/11/2019;08 - 09;1432;244
13/11/2019;09 - 10;1467;237
13/11/2019;10 - 11;1470;288
13/11/2019;11 - 12;1475;345
13/11/2019;12 - 13;1526;438
13/11/2019;13 - 14;1692;447
13/11/2019;14 - 15;1857;388
13/11/2019;15 - 16;2024;433
13/11/2019;16 - 17;2298;502
13/11/2019;17 - 18;2480;548
13/11/2019;18 - 19;2420;561
13/11/2019;19 - 20;2222;481
13/11/2019;20 - 21;1919;422
13/11/2019;21 - 22;1535;393
13/11/2019;22 - 23;1274;313
13/11/2019;23 - 00;1257;263
14/11/2019;00 - 01;1084;239
14/11/2019;01 - 02;985;221
14/11/2019;02 - 03;866;216
14/11/2019;03 - 04;756;153
14/11/2019;04 - 05;703;106
14/11/2019;05 - 06;662;66
14/11/2019;06 - 07;779;75
14/11/2019;07 - 08;724;92
14/11/2019;08 - 09;754;102
14/11/2019;09 - 10;664;94
14/11/2019;10 - 11;542;79
14/11/2019;11 - 12;575;92
14/11/2019;12 - 13;730;65
14/11/2019;13 - 14;651;36
14/11/2019;14 - 15;588;35
14/11/2019;15 - 16;531;52
14/11/2019;16 - 17;466;168
14/11/2019;17 - 18;497;335
14/11/2019;18 - 19;595;355
14/11/2019;19 - 20;734;355
14/11/2019;20 - 21;900;386
14/11/2019;21 - 22;997;342
14/11/2019;22 - 23;1044;343
14/11/2019;23 - 00;1055;413
15/11/2019;00 - 01;1033;434
15/11/2019;01 - 02;1053;515
15/11/2019;02 - 03;1348;605
15/11/2019;03 - 04;1645;711
15/11/2019;04 - 05;1916;774
15/11/2019;05 - 06;2281;831
15/11/2019;06 - 07;2427;907
15/11/2019;07 - 08;2594;931
15/11/2019;08 - 09;2806;955
15/11/2019;09 - 10;3160;973
15/11/2019;10 - 11;3235;981
15/11/2019;11 - 12;3066;976
15/11/2019;12 - 13;3043;975
15/11/2019;13 - 14;3144;957
15/11/2019;14 - 15;3183;962
15/11/2019;15 - 16;3141;962
15/11/2019;16 - 17;3138;872
15/11/2019;17 - 18;2988;781
15/11/2019;18 - 19;2976;814
15/11/2019;19 - 20;2946;725
15/11/2019;20 - 21;2933;619
15/11/2019;21 - 22;2721;535
15/11/2019;22 - 23;2475;476
15/11/2019;23 - 00;2248;375
16/11/2019;00 - 01;2055;334
16/11/2019;01 - 02;1870;276
16/11/2019;02 - 03;1676;242
16/11/2019;03 - 04;1436;210
16/11/2019;04 - 05;1245;187
16/11/2019;05 - 06;1156;147
16/11/2019;06 - 07;1116;144
16/11/2019;07 - 08;1079;144
16/11/2019;08 - 09;1061;114
16/11/2019;09 - 10;988;124
16/11/2019;10 - 11;945;117
16/11/2019;11 - 12;877;95
16/11/2019;12 - 13;803;128
16/11/2019;13 - 14;748;237
16/11/2019;14 - 15;710;493
16/11/2019;15 - 16;645;631
16/11/2019;16 - 17;614;711
16/11/2019;17 - 18;574;779
16/11/2019;18 - 19;598;833
16/11/2019;19 - 20;679;872
16/11/2019;20 - 21;784;916
16/11/2019;21 - 22;895;929
16/11/2019;22 - 23;1192;930
16/11/2019;23 - 00;1617;937
17/11/2019;00 - 01;1801;906
17/11/2019;01 - 02;1843;847
17/11/2019;02 - 03;1762;810
17/11/2019;03 - 04;1672;783
17/11/2019;04 - 05;1566;640
17/11/2019;05 - 06;1463;431
17/11/2019;06 - 07;1393;283
17/11/2019;07 - 08;1339;269
17/11/2019;08 - 09;1325;258
17/11/2019;09 - 10;1220;193
17/11/2019;10 - 11;1138;116
17/11/2019;11 - 12;1045;80
17/11/2019;12 - 13;798;51
17/11/2019;13 - 14;611;37
