,region,year,contents,population,kommunenummer,med_income_at,med_income_bt
3473,K-3450 Etnedal,2018,Persons,1352,3450,,
3474,K-3450 Etnedal,2019,Persons,1305,3450,,
3475,K-3450 Etnedal,2020,Persons,1279,3450,452000.0,534000.0
3476,K-3450 Etnedal,2021,Persons,1257,3450,,
3477,K-3450 Etnedal,2022,Persons,1256,3450,,
3497,K-3451 Nord-Aurdal,2005,Persons,6442,3451,,
3498,K-3451 Nord-Aurdal,2006,Persons,6425,3451,,
3499,K-3451 Nord-Aurdal,2007,Persons,6388,3451,,
3500,K-3451 Nord-Aurdal,2008,Persons,6436,3451,,
3501,K-3451 Nord-Aurdal,2009,Persons,6451,3451,,
3502,K-3451 Nord-Aurdal,2010,Persons,6415,3451,,
3503,K-3451 Nord-Aurdal,2011,Persons,6402,3451,,
3504,K-3451 Nord-Aurdal,2012,Persons,6428,3451,,
3505,K-3451 Nord-Aurdal,2013,Persons,6396,3451,,
3506,K-3451 Nord-Aurdal,2014,Persons,6417,3451,,
3507,K-3451 Nord-Aurdal,2015,Persons,6466,3451,,
3508,K-3451 Nord-Aurdal,2016,Persons,6458,3451,,
3509,K-3451 Nord-Aurdal,2017,Persons,6490,3451,,
3510,K-3451 Nord-Aurdal,2018,Persons,6443,3451,,
3511,K-3451 Nord-Aurdal,2019,Persons,6418,3451,,
3512,K-3451 Nord-Aurdal,2020,Persons,6413,3451,490000.0,611000.0
3513,K-3451 Nord-Aurdal,2021,Persons,6360,3451,,
3514,K-3451 Nord-Aurdal,2022,Persons,6354,3451,,
3534,K-3452 Vestre Slidre,2005,Persons,2245,3452,,
3535,K-3452 Vestre Slidre,2006,Persons,2217,3452,,
3536,K-3452 Vestre Slidre,2007,Persons,2212,3452,,
3537,K-3452 Vestre Slidre,2008,Persons,2217,3452,,
3538,K-3452 Vestre Slidre,2009,Persons,2194,3452,,
3539,K-3452 Vestre Slidre,2010,Persons,2225,3452,,
3540,K-3452 Vestre Slidre,2011,Persons,2217,3452,,
3541,K-3452 Vestre Slidre,2012,Persons,2232,3452,,
3542,K-3452 Vestre Slidre,2013,Persons,2219,3452,,
3543,K-3452 Vestre Slidre,2014,Persons,2187,3452,,
3544,K-3452 Vestre Slidre,2015,Persons,2180,3452,,
3545,K-3452 Vestre Slidre,2016,Persons,2168,3452,,
3546,K-3452 Vestre Slidre,2017,Persons,2114,3452,,
3547,K-3452 Vestre Slidre,2018,Persons,2139,3452,,
3548,K-3452 Vestre Slidre,2019,Persons,2135,3452,,
3549,K-3452 Vestre Slidre,2020,Persons,2125,3452,502000.0,634000.0
3550,K-3452 Vestre Slidre,2021,Persons,2120,3452,,
3551,K-3452 Vestre Slidre,2022,Persons,2111,3452,,
3571,K-3453 Øystre Slidre,2005,Persons,3114,3453,,
3572,K-3453 Øystre Slidre,2006,Persons,3137,3453,,
3573,K-3453 Øystre Slidre,2007,Persons,3166,3453,,
3574,K-3453 Øystre Slidre,2008,Persons,3176,3453,,
3575,K-3453 Øystre Slidre,2009,Persons,3181,3453,,
3576,K-3453 Øystre Slidre,2010,Persons,3216,3453,,
3577,K-3453 Øystre Slidre,2011,Persons,3171,3453,,
3578,K-3453 Øystre Slidre,2012,Persons,3174,3453,,
3579,K-3453 Øystre Slidre,2013,Persons,3197,3453,,
3580,K-3453 Øystre Slidre,2014,Persons,3206,3453,,
3581,K-3453 Øystre Slidre,2015,Persons,3199,3453,,
3582,K-3453 Øystre Slidre,2016,Persons,3220,3453,,
3583,K-3453 Øystre Slidre,2017,Persons,3248,3453,,
3584,K-3453 Øystre Slidre,2018,Persons,3221,3453,,
3585,K-3453 Øystre Slidre,2019,Persons,3208,3453,,
3586,K-3453 Øystre Slidre,2020,Persons,3229,3453,512000.0,643000.0
3587,K-3453 Øystre Slidre,2021,Persons,3236,3453,,
3588,K-3453 Øystre Slidre,2022,Persons,3252,3453,,
3608,K-3454 Vang,2005,Persons,1613,3454,,
3609,K-3454 Vang,2006,Persons,1624,3454,,
3610,K-3454 Vang,2007,Persons,1591,3454,,
3611,K-3454 Vang,2008,Persons,1582,3454,,
3612,K-3454 Vang,2009,Persons,1583,3454,,
3613,K-3454 Vang,2010,Persons,1590,3454,,
3614,K-3454 Vang,2011,Persons,1591,3454,,
3615,K-3454 Vang,2012,Persons,1617,3454,,
3616,K-3454 Vang,2013,Persons,1597,3454,,
3617,K-3454 Vang,2014,Persons,1602,3454,,
3618,K-3454 Vang,2015,Persons,1619,3454,,
3619,K-3454 Vang,2016,Persons,1590,3454,,
3620,K-3454 Vang,2017,Persons,1596,3454,,
3621,K-3454 Vang,2018,Persons,1601,3454,,
3622,K-3454 Vang,2019,Persons,1610,3454,,
3623,K-3454 Vang,2020,Persons,1578,3454,504000.0,630000.0
3624,K-3454 Vang,2021,Persons,1573,3454,,
3625,K-3454 Vang,2022,Persons,1587,3454,,
3645,K-3801 Horten,2005,Persons,24768,3801,,
3646,K-3801 Horten,2006,Persons,24871,3801,,
3647,K-3801 Horten,2007,Persons,25011,3801,,
3648,K-3801 Horten,2008,Persons,25098,3801,,
3649,K-3801 Horten,2009,Persons,25471,3801,,
3650,K-3801 Horten,2010,Persons,25678,3801,,
3651,K-3801 Horten,2011,Persons,26036,3801,,
3652,K-3801 Horten,2012,Persons,26307,3801,,
3653,K-3801 Horten,2013,Persons,26595,3801,,
3654,K-3801 Horten,2014,Persons,26751,3801,,
3655,K-3801 Horten,2015,Persons,26903,3801,,
3656,K-3801 Horten,2016,Persons,27178,3801,,
3657,K-3801 Horten,2017,Persons,27202,3801,,
3658,K-3801 Horten,2018,Persons,27317,3801,,
3659,K-3801 Horten,2019,Persons,27334,3801,,
3660,K-3801 Horten,2020,Persons,27351,3801,518000.0,644000.0
3661,K-3801 Horten,2021,Persons,27510,3801,,
3662,K-3801 Horten,2022,Persons,27502,3801,,
3682,K-3802 Holmestrand,2005,Persons,20342,3802,,
3683,K-3802 Holmestrand,2006,Persons,20473,3802,,
3684,K-3802 Holmestrand,2007,Persons,20652,3802,,
3685,K-3802 Holmestrand,2008,Persons,20925,3802,,
3686,K-3802 Holmestrand,2009,Persons,21236,3802,,
3687,K-3802 Holmestrand,2010,Persons,21432,3802,,
3688,K-3802 Holmestrand,2011,Persons,21754,3802,,
3689,K-3802 Holmestrand,2012,Persons,21979,3802,,
3690,K-3802 Holmestrand,2013,Persons,22245,3802,,
3691,K-3802 Holmestrand,2014,Persons,22583,3802,,
3692,K-3802 Holmestrand,2015,Persons,22924,3802,,
3693,K-3802 Holmestrand,2016,Persons,23201,3802,,
3694,K-3802 Holmestrand,2017,Persons,23533,3802,,
3695,K-3802 Holmestrand,2018,Persons,23938,3802,,
3696,K-3802 Holmestrand,2019,Persons,24275,3802,,
3697,K-3802 Holmestrand,2020,Persons,24699,3802,564000.0,711000.0
3698,K-3802 Holmestrand,2021,Persons,25011,3802,,
3699,K-3802 Holmestrand,2022,Persons,25681,3802,,
3719,K-3803 Tønsberg,2005,Persons,44634,3803,,
3720,K-3803 Tønsberg,2006,Persons,45162,3803,,
3721,K-3803 Tønsberg,2007,Persons,45814,3803,,
3722,K-3803 Tønsberg,2008,Persons,46836,3803,,
3723,K-3803 Tønsberg,2009,Persons,47441,3803,,
3724,K-3803 Tønsberg,2010,Persons,48077,3803,,
3725,K-3803 Tønsberg,2011,Persons,48579,3803,,
3726,K-3803 Tønsberg,2012,Persons,49613,3803,,
3727,K-3803 Tønsberg,2013,Persons,50233,3803,,
3728,K-3803 Tønsberg,2014,Persons,50694,3803,,
3729,K-3803 Tønsberg,2015,Persons,51173,3803,,
3730,K-3803 Tønsberg,2016,Persons,51637,3803,,
3731,K-3803 Tønsberg,2017,Persons,54408,3803,,
3732,K-3803 Tønsberg,2018,Persons,54981,3803,,
3733,K-3803 Tønsberg,2019,Persons,55706,3803,,
3734,K-3803 Tønsberg,2020,Persons,56293,3803,530000.0,671000.0
3735,K-3803 Tønsberg,2021,Persons,57026,3803,,
3736,K-3803 Tønsberg,2022,Persons,57794,3803,,
3756,K-3804 Sandefjord,2005,Persons,56386,3804,,
3757,K-3804 Sandefjord,2006,Persons,56829,3804,,
3758,K-3804 Sandefjord,2007,Persons,57279,3804,,
3759,K-3804 Sandefjord,2008,Persons,58050,3804,,
3760,K-3804 Sandefjord,2009,Persons,58761,3804,,
3761,K-3804 Sandefjord,2010,Persons,59414,3804,,
3762,K-3804 Sandefjord,2011,Persons,60149,3804,,
3763,K-3804 Sandefjord,2012,Persons,60776,3804,,
3764,K-3804 Sandefjord,2013,Persons,61573,3804,,
3765,K-3804 Sandefjord,2014,Persons,62204,3804,,
3766,K-3804 Sandefjord,2015,Persons,62647,3804,,
3767,K-3804 Sandefjord,2016,Persons,63414,3804,,
3768,K-3804 Sandefjord,2017,Persons,62019,3804,,
3769,K-3804 Sandefjord,2018,Persons,62615,3804,,
3770,K-3804 Sandefjord,2019,Persons,63271,3804,,
3771,K-3804 Sandefjord,2020,Persons,63764,3804,520000.0,649000.0
3772,K-3804 Sandefjord,2021,Persons,64345,3804,,
3773,K-3804 Sandefjord,2022,Persons,64943,3804,,
3793,K-3805 Larvik,2005,Persons,43561,3805,,
3794,K-3805 Larvik,2006,Persons,43656,3805,,
3795,K-3805 Larvik,2007,Persons,43784,3805,,
3796,K-3805 Larvik,2008,Persons,44106,3805,,
3797,K-3805 Larvik,2009,Persons,44503,3805,,
3798,K-3805 Larvik,2010,Persons,44821,3805,,
3799,K-3805 Larvik,2011,Persons,45058,3805,,
3800,K-3805 Larvik,2012,Persons,45360,3805,,
3801,K-3805 Larvik,2013,Persons,45567,3805,,
3802,K-3805 Larvik,2014,Persons,45718,3805,,
3803,K-3805 Larvik,2015,Persons,45969,3805,,
3804,K-3805 Larvik,2016,Persons,46341,3805,,
3805,K-3805 Larvik,2017,Persons,46557,3805,,
3806,K-3805 Larvik,2018,Persons,46801,3805,,
3807,K-3805 Larvik,2019,Persons,47107,3805,,
3808,K-3805 Larvik,2020,Persons,47204,3805,522000.0,648000.0
3809,K-3805 Larvik,2021,Persons,47499,3805,,
3810,K-3805 Larvik,2022,Persons,47777,3805,,
3830,K-3806 Porsgrunn,2005,Persons,33407,3806,,
3831,K-3806 Porsgrunn,2006,Persons,33550,3806,,
3832,K-3806 Porsgrunn,2007,Persons,33977,3806,,
3833,K-3806 Porsgrunn,2008,Persons,34186,3806,,
3834,K-3806 Porsgrunn,2009,Persons,34377,3806,,
3835,K-3806 Porsgrunn,2010,Persons,34623,3806,,
3836,K-3806 Porsgrunn,2011,Persons,35043,3806,,
3837,K-3806 Porsgrunn,2012,Persons,35219,3806,,
3838,K-3806 Porsgrunn,2013,Persons,35392,3806,,
3839,K-3806 Porsgrunn,2014,Persons,35516,3806,,
3840,K-3806 Porsgrunn,2015,Persons,35755,3806,,
3841,K-3806 Porsgrunn,2016,Persons,35955,3806,,
3842,K-3806 Porsgrunn,2017,Persons,36198,3806,,
3843,K-3806 Porsgrunn,2018,Persons,36091,3806,,
3844,K-3806 Porsgrunn,2019,Persons,36224,3806,,
3845,K-3806 Porsgrunn,2020,Persons,36397,3806,526000.0,659000.0
3846,K-3806 Porsgrunn,2021,Persons,36526,3806,,
3847,K-3806 Porsgrunn,2022,Persons,36624,3806,,
3867,K-3807 Skien,2005,Persons,50676,3807,,
3868,K-3807 Skien,2006,Persons,50761,3807,,
3869,K-3807 Skien,2007,Persons,50696,3807,,
3870,K-3807 Skien,2008,Persons,50864,3807,,
3871,K-3807 Skien,2009,Persons,51359,3807,,
3872,K-3807 Skien,2010,Persons,51668,3807,,
3873,K-3807 Skien,2011,Persons,52077,3807,,
3874,K-3807 Skien,2012,Persons,52509,3807,,
3875,K-3807 Skien,2013,Persons,53015,3807,,
3876,K-3807 Skien,2014,Persons,53439,3807,,
3877,K-3807 Skien,2015,Persons,53745,3807,,
3878,K-3807 Skien,2016,Persons,53952,3807,,
3879,K-3807 Skien,2017,Persons,54316,3807,,
3880,K-3807 Skien,2018,Persons,54510,3807,,
3881,K-3807 Skien,2019,Persons,54645,3807,,
3882,K-3807 Skien,2020,Persons,54942,3807,517000.0,644000.0
3883,K-3807 Skien,2021,Persons,55144,3807,,
3884,K-3807 Skien,2022,Persons,55513,3807,,
3904,K-3808 Notodden,2005,Persons,12359,3808,,
3905,K-3808 Notodden,2006,Persons,12314,3808,,
3906,K-3808 Notodden,2007,Persons,12221,3808,,
3907,K-3808 Notodden,2008,Persons,12232,3808,,
3908,K-3808 Notodden,2009,Persons,12313,3808,,
3909,K-3808 Notodden,2010,Persons,12390,3808,,
3910,K-3808 Notodden,2011,Persons,12396,3808,,
3911,K-3808 Notodden,2012,Persons,12469,3808,,
3912,K-3808 Notodden,2013,Persons,12497,3808,,
3913,K-3808 Notodden,2014,Persons,12609,3808,,
3914,K-3808 Notodden,2015,Persons,12599,3808,,
3915,K-3808 Notodden,2016,Persons,12717,3808,,
3916,K-3808 Notodden,2017,Persons,12757,3808,,
3917,K-3808 Notodden,2018,Persons,12664,3808,,
3918,K-3808 Notodden,2019,Persons,12682,3808,,
3919,K-3808 Notodden,2020,Persons,13049,3808,504000.0,632000.0
3920,K-3808 Notodden,2021,Persons,12994,3808,,
3921,K-3808 Notodden,2022,Persons,13029,3808,,
3941,K-3811 Færder,2005,Persons,24604,3811,,
3942,K-3811 Færder,2006,Persons,24648,3811,,
3943,K-3811 Færder,2007,Persons,24798,3811,,
3944,K-3811 Færder,2008,Persons,24955,3811,,
3945,K-3811 Færder,2009,Persons,25263,3811,,
3946,K-3811 Færder,2010,Persons,25398,3811,,
3947,K-3811 Færder,2011,Persons,25635,3811,,
3948,K-3811 Færder,2012,Persons,25808,3811,,
3949,K-3811 Færder,2013,Persons,25965,3811,,
3950,K-3811 Færder,2014,Persons,26330,3811,,
3951,K-3811 Færder,2015,Persons,26445,3811,,
3952,K-3811 Færder,2016,Persons,26592,3811,,
3953,K-3811 Færder,2017,Persons,26676,3811,,
3954,K-3811 Færder,2018,Persons,26734,3811,,
3955,K-3811 Færder,2019,Persons,26700,3811,,
3956,K-3811 Færder,2020,Persons,26730,3811,568000.0,712000.0
3957,K-3811 Færder,2021,Persons,26957,3811,,
3958,K-3811 Færder,2022,Persons,27165,3811,,
3978,K-3812 Siljan,2005,Persons,2372,3812,,
3979,K-3812 Siljan,2006,Persons,2362,3812,,
3980,K-3812 Siljan,2007,Persons,2362,3812,,
3981,K-3812 Siljan,2008,Persons,2380,3812,,
3982,K-3812 Siljan,2009,Persons,2404,3812,,
3983,K-3812 Siljan,2010,Persons,2412,3812,,
3984,K-3812 Siljan,2011,Persons,2419,3812,,
3985,K-3812 Siljan,2012,Persons,2432,3812,,
3986,K-3812 Siljan,2013,Persons,2426,3812,,
3987,K-3812 Siljan,2014,Persons,2404,3812,,
3988,K-3812 Siljan,2015,Persons,2361,3812,,
3989,K-3812 Siljan,2016,Persons,2335,3812,,
3990,K-3812 Siljan,2017,Persons,2357,3812,,
3991,K-3812 Siljan,2018,Persons,2351,3812,,
3992,K-3812 Siljan,2019,Persons,2329,3812,,
3993,K-3812 Siljan,2020,Persons,2340,3812,608000.0,776000.0
3994,K-3812 Siljan,2021,Persons,2347,3812,,
3995,K-3812 Siljan,2022,Persons,2349,3812,,
4015,K-3813 Bamble,2005,Persons,14154,3813,,
4016,K-3813 Bamble,2006,Persons,14104,3813,,
4017,K-3813 Bamble,2007,Persons,14061,3813,,
4018,K-3813 Bamble,2008,Persons,14109,3813,,
4019,K-3813 Bamble,2009,Persons,14097,3813,,
4020,K-3813 Bamble,2010,Persons,14107,3813,,
4021,K-3813 Bamble,2011,Persons,14030,3813,,
4022,K-3813 Bamble,2012,Persons,14106,3813,,
4023,K-3813 Bamble,2013,Persons,14129,3813,,
4024,K-3813 Bamble,2014,Persons,14193,3813,,
4025,K-3813 Bamble,2015,Persons,14140,3813,,
4026,K-3813 Bamble,2016,Persons,14088,3813,,
4027,K-3813 Bamble,2017,Persons,14138,3813,,
4028,K-3813 Bamble,2018,Persons,14183,3813,,
4029,K-3813 Bamble,2019,Persons,14089,3813,,
4030,K-3813 Bamble,2020,Persons,14061,3813,583000.0,734000.0
4031,K-3813 Bamble,2021,Persons,14014,3813,,
4032,K-3813 Bamble,2022,Persons,14056,3813,,
4052,K-3814 Kragerø,2005,Persons,10529,3814,,
4053,K-3814 Kragerø,2006,Persons,10477,3814,,
4054,K-3814 Kragerø,2007,Persons,10481,3814,,
4055,K-3814 Kragerø,2008,Persons,10614,3814,,
4056,K-3814 Kragerø,2009,Persons,10620,3814,,
4057,K-3814 Kragerø,2010,Persons,10620,3814,,
4058,K-3814 Kragerø,2011,Persons,10695,3814,,
4059,K-3814 Kragerø,2012,Persons,10710,3814,,
4060,K-3814 Kragerø,2013,Persons,10700,3814,,
4061,K-3814 Kragerø,2014,Persons,10621,3814,,
4062,K-3814 Kragerø,2015,Persons,10636,3814,,
4063,K-3814 Kragerø,2016,Persons,10607,3814,,
4064,K-3814 Kragerø,2017,Persons,10586,3814,,
4065,K-3814 Kragerø,2018,Persons,10506,3814,,
4066,K-3814 Kragerø,2019,Persons,10406,3814,,
4067,K-3814 Kragerø,2020,Persons,10380,3814,494000.0,612000.0
4068,K-3814 Kragerø,2021,Persons,10416,3814,,
4069,K-3814 Kragerø,2022,Persons,10351,3814,,
4089,K-3815 Drangedal,2005,Persons,4143,3815,,
4090,K-3815 Drangedal,2006,Persons,4163,3815,,
4091,K-3815 Drangedal,2007,Persons,4136,3815,,
4092,K-3815 Drangedal,2008,Persons,4111,3815,,
4093,K-3815 Drangedal,2009,Persons,4138,3815,,
4094,K-3815 Drangedal,2010,Persons,4159,3815,,
4095,K-3815 Drangedal,2011,Persons,4124,3815,,
4096,K-3815 Drangedal,2012,Persons,4126,3815,,
4097,K-3815 Drangedal,2013,Persons,4139,3815,,
4098,K-3815 Drangedal,2014,Persons,4135,3815,,
4099,K-3815 Drangedal,2015,Persons,4111,3815,,
4100,K-3815 Drangedal,2016,Persons,4136,3815,,
4101,K-3815 Drangedal,2017,Persons,4148,3815,,
4102,K-3815 Drangedal,2018,Persons,4105,3815,,
4103,K-3815 Drangedal,2019,Persons,4080,3815,,
4104,K-3815 Drangedal,2020,Persons,4060,3815,500000.0,616000.0
4105,K-3815 Drangedal,2021,Persons,4071,3815,,
4106,K-3815 Drangedal,2022,Persons,4093,3815,,
4126,K-3816 Nome,2005,Persons,6565,3816,,
4127,K-3816 Nome,2006,Persons,6571,3816,,
4128,K-3816 Nome,2007,Persons,6576,3816,,
4129,K-3816 Nome,2008,Persons,6601,3816,,
4130,K-3816 Nome,2009,Persons,6557,3816,,
4131,K-3816 Nome,2010,Persons,6527,3816,,
4132,K-3816 Nome,2011,Persons,6561,3816,,
4133,K-3816 Nome,2012,Persons,6579,3816,,
4134,K-3816 Nome,2013,Persons,6625,3816,,
4135,K-3816 Nome,2014,Persons,6643,3816,,
4136,K-3816 Nome,2015,Persons,6630,3816,,
4137,K-3816 Nome,2016,Persons,6534,3816,,
4138,K-3816 Nome,2017,Persons,6585,3816,,
4139,K-3816 Nome,2018,Persons,6609,3816,,
4140,K-3816 Nome,2019,Persons,6538,3816,,
4141,K-3816 Nome,2020,Persons,6515,3816,510000.0,631000.0
4142,K-3816 Nome,2021,Persons,6488,3816,,
4143,K-3816 Nome,2022,Persons,6494,3816,,
4163,K-3817 Midt-Telemark,2005,Persons,9572,3817,,
4164,K-3817 Midt-Telemark,2006,Persons,9598,3817,,
4165,K-3817 Midt-Telemark,2007,Persons,9610,3817,,
4166,K-3817 Midt-Telemark,2008,Persons,9702,3817,,
4167,K-3817 Midt-Telemark,2009,Persons,9792,3817,,
4168,K-3817 Midt-Telemark,2010,Persons,9865,3817,,
4169,K-3817 Midt-Telemark,2011,Persons,10017,3817,,
4170,K-3817 Midt-Telemark,2012,Persons,10080,3817,,
4171,K-3817 Midt-Telemark,2013,Persons,10160,3817,,
4172,K-3817 Midt-Telemark,2014,Persons,10159,3817,,
4173,K-3817 Midt-Telemark,2015,Persons,10323,3817,,
4174,K-3817 Midt-Telemark,2016,Persons,10439,3817,,
4175,K-3817 Midt-Telemark,2017,Persons,10565,3817,,
4176,K-3817 Midt-Telemark,2018,Persons,10819,3817,,
4177,K-3817 Midt-Telemark,2019,Persons,10923,3817,,
4178,K-3817 Midt-Telemark,2020,Persons,10444,3817,512000.0,641000.0
4179,K-3817 Midt-Telemark,2021,Persons,10461,3817,,
4180,K-3817 Midt-Telemark,2022,Persons,10539,3817,,
4200,K-3818 Tinn,2005,Persons,6380,3818,,
4201,K-3818 Tinn,2006,Persons,6247,3818,,
4202,K-3818 Tinn,2007,Persons,6120,3818,,
4203,K-3818 Tinn,2008,Persons,6066,3818,,
4204,K-3818 Tinn,2009,Persons,6010,3818,,
4205,K-3818 Tinn,2010,Persons,6022,3818,,
4206,K-3818 Tinn,2011,Persons,6037,3818,,
4207,K-3818 Tinn,2012,Persons,5982,3818,,
4208,K-3818 Tinn,2013,Persons,5973,3818,,
4209,K-3818 Tinn,2014,Persons,5957,3818,,
4210,K-3818 Tinn,2015,Persons,5913,3818,,
4211,K-3818 Tinn,2016,Persons,5940,3818,,
4212,K-3818 Tinn,2017,Persons,5894,3818,,
4213,K-3818 Tinn,2018,Persons,5856,3818,,
4214,K-3818 Tinn,2019,Persons,5780,3818,,
4215,K-3818 Tinn,2020,Persons,5691,3818,499000.0,617000.0
4216,K-3818 Tinn,2021,Persons,5604,3818,,
4217,K-3818 Tinn,2022,Persons,5512,3818,,
4237,K-3819 Hjartdal,2005,Persons,1633,3819,,
4238,K-3819 Hjartdal,2006,Persons,1619,3819,,
4239,K-3819 Hjartdal,2007,Persons,1619,3819,,
4240,K-3819 Hjartdal,2008,Persons,1619,3819,,
4241,K-3819 Hjartdal,2009,Persons,1613,3819,,
4242,K-3819 Hjartdal,2010,Persons,1587,3819,,
4243,K-3819 Hjartdal,2011,Persons,1597,3819,,
4244,K-3819 Hjartdal,2012,Persons,1602,3819,,
4245,K-3819 Hjartdal,2013,Persons,1609,3819,,
4246,K-3819 Hjartdal,2014,Persons,1602,3819,,
4247,K-3819 Hjartdal,2015,Persons,1594,3819,,
4248,K-3819 Hjartdal,2016,Persons,1613,3819,,
4249,K-3819 Hjartdal,2017,Persons,1593,3819,,
4250,K-3819 Hjartdal,2018,Persons,1587,3819,,
4251,K-3819 Hjartdal,2019,Persons,1572,3819,,
4252,K-3819 Hjartdal,2020,Persons,1573,3819,547000.0,675000.0
4253,K-3819 Hjartdal,2021,Persons,1561,3819,,
4254,K-3819 Hjartdal,2022,Persons,1562,3819,,
4274,K-3820 Seljord,2005,Persons,2919,3820,,
4275,K-3820 Seljord,2006,Persons,2912,3820,,
4276,K-3820 Seljord,2007,Persons,2933,3820,,
4277,K-3820 Seljord,2008,Persons,2930,3820,,
4278,K-3820 Seljord,2009,Persons,2925,3820,,
4279,K-3820 Seljord,2010,Persons,2966,3820,,
4280,K-3820 Seljord,2011,Persons,2955,3820,,
4281,K-3820 Seljord,2012,Persons,2959,3820,,
4282,K-3820 Seljord,2013,Persons,2945,3820,,
4283,K-3820 Seljord,2014,Persons,2989,3820,,
4284,K-3820 Seljord,2015,Persons,3002,3820,,
4285,K-3820 Seljord,2016,Persons,2991,3820,,
4286,K-3820 Seljord,2017,Persons,2979,3820,,
4287,K-3820 Seljord,2018,Persons,2959,3820,,
4288,K-3820 Seljord,2019,Persons,2934,3820,,
4289,K-3820 Seljord,2020,Persons,2888,3820,526000.0,652000.0
4290,K-3820 Seljord,2021,Persons,2900,3820,,
4291,K-3820 Seljord,2022,Persons,2889,3820,,
4311,K-3821 Kviteseid,2005,Persons,2598,3821,,
4312,K-3821 Kviteseid,2006,Persons,2575,3821,,
4313,K-3821 Kviteseid,2007,Persons,2542,3821,,
4314,K-3821 Kviteseid,2008,Persons,2563,3821,,
4315,K-3821 Kviteseid,2009,Persons,2546,3821,,
4316,K-3821 Kviteseid,2010,Persons,2522,3821,,
4317,K-3821 Kviteseid,2011,Persons,2501,3821,,
4318,K-3821 Kviteseid,2012,Persons,2498,3821,,
4319,K-3821 Kviteseid,2013,Persons,2507,3821,,
4320,K-3821 Kviteseid,2014,Persons,2468,3821,,
4321,K-3821 Kviteseid,2015,Persons,2466,3821,,
4322,K-3821 Kviteseid,2016,Persons,2448,3821,,
4323,K-3821 Kviteseid,2017,Persons,2442,3821,,
4324,K-3821 Kviteseid,2018,Persons,2397,3821,,
4325,K-3821 Kviteseid,2019,Persons,2403,3821,,
4326,K-3821 Kviteseid,2020,Persons,2403,3821,525000.0,659000.0
4327,K-3821 Kviteseid,2021,Persons,2430,3821,,
4328,K-3821 Kviteseid,2022,Persons,2452,3821,,
4348,K-3822 Nissedal,2005,Persons,1408,3822,,
4349,K-3822 Nissedal,2006,Persons,1407,3822,,
4350,K-3822 Nissedal,2007,Persons,1375,3822,,
4351,K-3822 Nissedal,2008,Persons,1378,3822,,
4352,K-3822 Nissedal,2009,Persons,1393,3822,,
4353,K-3822 Nissedal,2010,Persons,1404,3822,,
4354,K-3822 Nissedal,2011,Persons,1405,3822,,
4355,K-3822 Nissedal,2012,Persons,1430,3822,,
4356,K-3822 Nissedal,2013,Persons,1430,3822,,
4357,K-3822 Nissedal,2014,Persons,1451,3822,,
4358,K-3822 Nissedal,2015,Persons,1439,3822,,
4359,K-3822 Nissedal,2016,Persons,1443,3822,,
4360,K-3822 Nissedal,2017,Persons,1476,3822,,
4361,K-3822 Nissedal,2018,Persons,1489,3822,,
4362,K-3822 Nissedal,2019,Persons,1476,3822,,
4363,K-3822 Nissedal,2020,Persons,1448,3822,538000.0,657000.0
4364,K-3822 Nissedal,2021,Persons,1430,3822,,
4365,K-3822 Nissedal,2022,Persons,1414,3822,,
4385,K-3823 Fyresdal,2005,Persons,1353,3823,,
4386,K-3823 Fyresdal,2006,Persons,1369,3823,,
4387,K-3823 Fyresdal,2007,Persons,1363,3823,,
4388,K-3823 Fyresdal,2008,Persons,1375,3823,,
4389,K-3823 Fyresdal,2009,Persons,1379,3823,,
4390,K-3823 Fyresdal,2010,Persons,1381,3823,,
4391,K-3823 Fyresdal,2011,Persons,1351,3823,,
4392,K-3823 Fyresdal,2012,Persons,1335,3823,,
4393,K-3823 Fyresdal,2013,Persons,1350,3823,,
4394,K-3823 Fyresdal,2014,Persons,1303,3823,,
4395,K-3823 Fyresdal,2015,Persons,1298,3823,,
4396,K-3823 Fyresdal,2016,Persons,1323,3823,,
4397,K-3823 Fyresdal,2017,Persons,1319,3823,,
4398,K-3823 Fyresdal,2018,Persons,1320,3823,,
4399,K-3823 Fyresdal,2019,Persons,1286,3823,,
4400,K-3823 Fyresdal,2020,Persons,1287,3823,509000.0,625000.0
4401,K-3823 Fyresdal,2021,Persons,1228,3823,,
4402,K-3823 Fyresdal,2022,Persons,1198,3823,,
4422,K-3824 Tokke,2005,Persons,2463,3824,,
4423,K-3824 Tokke,2006,Persons,2417,3824,,
4424,K-3824 Tokke,2007,Persons,2414,3824,,
4425,K-3824 Tokke,2008,Persons,2366,3824,,
4426,K-3824 Tokke,2009,Persons,2363,3824,,
4427,K-3824 Tokke,2010,Persons,2337,3824,,
4428,K-3824 Tokke,2011,Persons,2316,3824,,
4429,K-3824 Tokke,2012,Persons,2287,3824,,
4430,K-3824 Tokke,2013,Persons,2284,3824,,
4431,K-3824 Tokke,2014,Persons,2257,3824,,
4432,K-3824 Tokke,2015,Persons,2252,3824,,
4433,K-3824 Tokke,2016,Persons,2246,3824,,
4434,K-3824 Tokke,2017,Persons,2228,3824,,
4435,K-3824 Tokke,2018,Persons,2236,3824,,
4436,K-3824 Tokke,2019,Persons,2228,3824,,
4437,K-3824 Tokke,2020,Persons,2201,3824,524000.0,657000.0
