date;Hours;DK1;DK2
18/07/2020;01 - 02;283;14
18/07/2020;02 - 03;360;14
18/07/2020;03 - 04;420;14
18/07/2020;04 - 05;459;14
18/07/2020;05 - 06;473;14
18/07/2020;06 - 07;431;15
18/07/2020;07 - 08;408;14
18/07/2020;08 - 09;467;14
18/07/2020;09 - 10;617;22
18/07/2020;10 - 11;713;31
18/07/2020;11 - 12;798;34
18/07/2020;12 - 13;877;42
18/07/2020;13 - 14;904;42
18/07/2020;14 - 15;1013;41
18/07/2020;15 - 16;1086;44
18/07/2020;16 - 17;1062;49
18/07/2020;17 - 18;1080;52
18/07/2020;18 - 19;972;56
18/07/2020;19 - 20;769;63
18/07/2020;20 - 21;665;74
18/07/2020;21 - 22;714;99
18/07/2020;22 - 23;706;147
18/07/2020;23 - 00;651;198
19/07/2020;00 - 01;551;253
19/07/2020;01 - 02;505;260
19/07/2020;02 - 03;536;214
19/07/2020;03 - 04;458;152
19/07/2020;04 - 05;333;116
19/07/2020;05 - 06;221;91
19/07/2020;06 - 07;135;69
19/07/2020;07 - 08;98;46
19/07/2020;08 - 09;81;41
19/07/2020;09 - 10;78;33
19/07/2020;10 - 11;94;28
19/07/2020;11 - 12;146;39
19/07/2020;12 - 13;210;66
19/07/2020;13 - 14;253;81
19/07/2020;14 - 15;362;90
19/07/2020;15 - 16;398;98
19/07/2020;16 - 17;288;99
19/07/2020;17 - 18;273;97
19/07/2020;18 - 19;479;115
19/07/2020;19 - 20;635;127
19/07/2020;20 - 21;583;108
19/07/2020;21 - 22;471;187
19/07/2020;22 - 23;581;114
19/07/2020;23 - 00;546;97
20/07/2020;00 - 01;489;106
20/07/2020;01 - 02;527;108
20/07/2020;02 - 03;559;122
20/07/2020;03 - 04;674;90
20/07/2020;04 - 05;743;88
20/07/2020;05 - 06;848;131
20/07/2020;06 - 07;919;157
20/07/2020;07 - 08;935;183
20/07/2020;08 - 09;1203;186
20/07/2020;09 - 10;1441;146
20/07/2020;10 - 11;1553;144
20/07/2020;11 - 12;1674;158
20/07/2020;12 - 13;1705;161
20/07/2020;13 - 14;1809;186
20/07/2020;14 - 15;1985;229
20/07/2020;15 - 16;1965;283
20/07/2020;16 - 17;2364;392
20/07/2020;17 - 18;2492;402
20/07/2020;18 - 19;2482;406
20/07/2020;19 - 20;2394;425
20/07/2020;20 - 21;2065;423
20/07/2020;21 - 22;1687;403
20/07/2020;22 - 23;1663;412
20/07/2020;23 - 00;1722;382
21/07/2020;00 - 01;1694;310
21/07/2020;01 - 02;1717;297
21/07/2020;02 - 03;1661;280
21/07/2020;03 - 04;1632;219
21/07/2020;04 - 05;1626;249
21/07/2020;05 - 06;1602;275
21/07/2020;06 - 07;1550;280
21/07/2020;07 - 08;1616;278
21/07/2020;08 - 09;1800;320
21/07/2020;09 - 10;2013;374
21/07/2020;10 - 11;2104;347
21/07/2020;11 - 12;2200;382
21/07/2020;12 - 13;2263;414
21/07/2020;13 - 14;2293;405
21/07/2020;14 - 15;1938;392
21/07/2020;15 - 16;1750;400
21/07/2020;16 - 17;1786;467
21/07/2020;17 - 18;2391;480
21/07/2020;18 - 19;2389;578
21/07/2020;19 - 20;2238;545
21/07/2020;20 - 21;1926;520
21/07/2020;21 - 22;1675;484
21/07/2020;22 - 23;1610;466
21/07/2020;23 - 00;1567;412
22/07/2020;00 - 01;1570;336
22/07/2020;01 - 02;1540;306
22/07/2020;02 - 03;1436;284
22/07/2020;03 - 04;1429;242
22/07/2020;04 - 05;1379;227
22/07/2020;05 - 06;1281;220
22/07/2020;06 - 07;1207;198
22/07/2020;07 - 08;1231;214
22/07/2020;08 - 09;1541;255
22/07/2020;09 - 10;1722;230
22/07/2020;10 - 11;1770;214
22/07/2020;11 - 12;1768;235
22/07/2020;12 - 13;1764;248
22/07/2020;13 - 14;1744;251
22/07/2020;14 - 15;1767;265
22/07/2020;15 - 16;1727;278
22/07/2020;16 - 17;1707;232
22/07/2020;17 - 18;1656;220
22/07/2020;18 - 19;1623;219
22/07/2020;19 - 20;1568;175
22/07/2020;20 - 21;1372;160
22/07/2020;21 - 22;1161;159
22/07/2020;22 - 23;1123;162
22/07/2020;23 - 00;1098;163
23/07/2020;00 - 01;1023;169
23/07/2020;01 - 02;950;166
23/07/2020;02 - 03;854;149
23/07/2020;03 - 04;706;132
23/07/2020;04 - 05;678;109
23/07/2020;05 - 06;664;80
23/07/2020;06 - 07;658;52
23/07/2020;07 - 08;604;50
23/07/2020;08 - 09;622;57
23/07/2020;09 - 10;760;66
23/07/2020;10 - 11;909;83
23/07/2020;11 - 12;859;113
23/07/2020;12 - 13;809;122
23/07/2020;13 - 14;840;106
23/07/2020;14 - 15;924;95
23/07/2020;15 - 16;1000;89
23/07/2020;16 - 17;995;85
23/07/2020;17 - 18;823;79
23/07/2020;18 - 19;780;71
23/07/2020;19 - 20;735;91
23/07/2020;20 - 21;771;105
23/07/2020;21 - 22;911;65
23/07/2020;22 - 23;941;72
23/07/2020;23 - 00;998;111
24/07/2020;00 - 01;1065;191
24/07/2020;01 - 02;1121;191
24/07/2020;02 - 03;1334;254
24/07/2020;03 - 04;1494;234
24/07/2020;04 - 05;1483;303
24/07/2020;05 - 06;1264;367
24/07/2020;06 - 07;1103;387
24/07/2020;07 - 08;1104;354
24/07/2020;08 - 09;1310;301
24/07/2020;09 - 10;1644;218
24/07/2020;10 - 11;1635;272
24/07/2020;11 - 12;1788;471
24/07/2020;12 - 13;1945;585
24/07/2020;13 - 14;2233;558
24/07/2020;14 - 15;2361;718
24/07/2020;15 - 16;2335;816
24/07/2020;16 - 17;1842;844
24/07/2020;17 - 18;1608;772
24/07/2020;18 - 19;1309;827
24/07/2020;19 - 20;1212;805
24/07/2020;20 - 21;1063;743
24/07/2020;21 - 22;865;679
24/07/2020;22 - 23;841;570
24/07/2020;23 - 00;746;467
25/07/2020;00 - 01;657;361
25/07/2020;01 - 02;557;255
25/07/2020;02 - 03;512;167
25/07/2020;03 - 04;493;113
25/07/2020;04 - 05;452;68
25/07/2020;05 - 06;410;34
25/07/2020;06 - 07;297;23
25/07/2020;07 - 08;252;21
25/07/2020;08 - 09;256;36
25/07/2020;09 - 10;320;57
25/07/2020;10 - 11;368;70
25/07/2020;11 - 12;466;91
25/07/2020;12 - 13;665;122
25/07/2020;13 - 14;812;107
25/07/2020;14 - 15;954;82
25/07/2020;15 - 16;949;78
25/07/2020;16 - 17;818;72
25/07/2020;17 - 18;801;62
25/07/2020;18 - 19;838;76
25/07/2020;19 - 20;866;98
25/07/2020;20 - 21;906;152
25/07/2020;21 - 22;877;204
25/07/2020;22 - 23;920;219
25/07/2020;23 - 00;899;278
26/07/2020;00 - 01;911;235
26/07/2020;01 - 02;978;195
26/07/2020;02 - 03;1147;179
26/07/2020;03 - 04;1116;191
26/07/2020;04 - 05;1103;210
26/07/2020;05 - 06;1377;264
26/07/2020;06 - 07;1628;394
26/07/2020;07 - 08;1511;443
26/07/2020;08 - 09;1542;355
26/07/2020;09 - 10;1647;330
26/07/2020;10 - 11;1591;306
26/07/2020;11 - 12;1757;375
26/07/2020;12 - 13;2046;446
26/07/2020;13 - 14;1709;272
26/07/2020;14 - 15;1600;189
26/07/2020;15 - 16;1505;127
26/07/2020;16 - 17;2024;129
26/07/2020;17 - 18;1980;201
26/07/2020;18 - 19;1794;326
26/07/2020;19 - 20;1998;361
26/07/2020;20 - 21;1807;260
26/07/2020;21 - 22;1302;221
26/07/2020;22 - 23;985;209
26/07/2020;23 - 00;981;177
27/07/2020;00 - 01;974;155
27/07/2020;01 - 02;1044;168
27/07/2020;02 - 03;996;196
27/07/2020;03 - 04;1012;147
27/07/2020;04 - 05;900;128
27/07/2020;05 - 06;827;104
27/07/2020;06 - 07;842;46
27/07/2020;07 - 08;792;25
27/07/2020;08 - 09;867;26
27/07/2020;09 - 10;1185;45
27/07/2020;10 - 11;1412;80
27/07/2020;11 - 12;1382;132
27/07/2020;12 - 13;1326;165
27/07/2020;13 - 14;1222;172
27/07/2020;14 - 15;1241;199
27/07/2020;15 - 16;1259;223
27/07/2020;16 - 17;1213;217
27/07/2020;17 - 18;1235;186
27/07/2020;18 - 19;1119;199
27/07/2020;19 - 20;1091;168
27/07/2020;20 - 21;1141;200
27/07/2020;21 - 22;1360;283
27/07/2020;22 - 23;1577;311
27/07/2020;23 - 00;1658;362
28/07/2020;00 - 01;1323;477
28/07/2020;01 - 02;1532;570
28/07/2020;02 - 03;1707;585
28/07/2020;03 - 04;1781;415
28/07/2020;04 - 05;1765;403
28/07/2020;05 - 06;1643;339
28/07/2020;06 - 07;1500;392
28/07/2020;07 - 08;1376;443
28/07/2020;08 - 09;1613;453
28/07/2020;09 - 10;1488;545
28/07/2020;10 - 11;1909;622
28/07/2020;11 - 12;1848;592
28/07/2020;12 - 13;1976;666
28/07/2020;13 - 14;1814;672
28/07/2020;14 - 15;1642;674
28/07/2020;15 - 16;1663;578
28/07/2020;16 - 17;1954;629
28/07/2020;17 - 18;1908;825
28/07/2020;18 - 19;1746;727
28/07/2020;19 - 20;1795;711
28/07/2020;20 - 21;1921;745
28/07/2020;21 - 22;1903;707
28/07/2020;22 - 23;1981;749
28/07/2020;23 - 00;2078;610
29/07/2020;00 - 01;2404;604
29/07/2020;01 - 02;2102;525
29/07/2020;02 - 03;1988;541
29/07/2020;03 - 04;1825;621
29/07/2020;04 - 05;1512;678
29/07/2020;05 - 06;1580;674
29/07/2020;06 - 07;1489;747
29/07/2020;07 - 08;1669;779
29/07/2020;08 - 09;1848;821
29/07/2020;09 - 10;2084;872
29/07/2020;10 - 11;2229;832
29/07/2020;11 - 12;2146;765
29/07/2020;12 - 13;2290;840
29/07/2020;13 - 14;2684;893
29/07/2020;14 - 15;2627;892
29/07/2020;15 - 16;2329;936
29/07/2020;16 - 17;2347;967
29/07/2020;17 - 18;2331;962
29/07/2020;18 - 19;2382;931
29/07/2020;19 - 20;2706;837
29/07/2020;20 - 21;3036;783
29/07/2020;21 - 22;2700;801
29/07/2020;22 - 23;2767;780
29/07/2020;23 - 00;2723;745
30/07/2020;00 - 01;2874;765
30/07/2020;01 - 02;2816;677
30/07/2020;02 - 03;2824;707
30/07/2020;03 - 04;2874;694
30/07/2020;04 - 05;2844;672
30/07/2020;05 - 06;2741;641
30/07/2020;06 - 07;2701;655
30/07/2020;07 - 08;2642;748
30/07/2020;08 - 09;2704;778
30/07/2020;09 - 10;2847;793
30/07/2020;10 - 11;2839;782
30/07/2020;11 - 12;2744;690
30/07/2020;12 - 13;2893;619
30/07/2020;13 - 14;2904;686
30/07/2020;14 - 15;2673;658
30/07/2020;15 - 16;2515;617
30/07/2020;16 - 17;2541;600
30/07/2020;17 - 18;2374;569
30/07/2020;18 - 19;2320;501
30/07/2020;19 - 20;2118;391
30/07/2020;20 - 21;1870;294
30/07/2020;21 - 22;1711;270
30/07/2020;22 - 23;1660;288
30/07/2020;23 - 00;1582;348
31/07/2020;00 - 01;1490;339
31/07/2020;01 - 02;1380;294
31/07/2020;02 - 03;1330;264
31/07/2020;03 - 04;1284;223
31/07/2020;04 - 05;1165;194
31/07/2020;05 - 06;1058;178
31/07/2020;06 - 07;972;163
31/07/2020;07 - 08;872;174
31/07/2020;08 - 09;815;203
31/07/2020;09 - 10;620;195
31/07/2020;10 - 11;424;158
31/07/2020;11 - 12;297;158
31/07/2020;12 - 13;195;106
31/07/2020;13 - 14;127;100
31/07/2020;14 - 15;84;66
31/07/2020;15 - 16;75;58
31/07/2020;16 - 17;53;39
31/07/2020;17 - 18;39;25
31/07/2020;18 - 19;31;16
31/07/2020;19 - 20;28;13
31/07/2020;20 - 21;38;13
31/07/2020;21 - 22;87;14
31/07/2020;22 - 23;174;14
31/07/2020;23 - 00;281;19
01/08/2020;00 - 01;407;29
01/08/2020;01 - 02;442;42
01/08/2020;02 - 03;442;36
01/08/2020;03 - 04;303;61
01/08/2020;04 - 05;393;107
01/08/2020;05 - 06;415;124
01/08/2020;06 - 07;412;153
01/08/2020;07 - 08;498;110
01/08/2020;08 - 09;589;125
01/08/2020;09 - 10;732;143
01/08/2020;10 - 11;882;164
01/08/2020;11 - 12;1213;193
01/08/2020;12 - 13;1442;229
01/08/2020;13 - 14;1595;245
01/08/2020;14 - 15;1727;283
01/08/2020;15 - 16;1849;302
01/08/2020;16 - 17;1813;285
01/08/2020;17 - 18;1593;332
01/08/2020;18 - 19;1387;300
01/08/2020;19 - 20;1280;327
01/08/2020;20 - 21;1278;455
01/08/2020;21 - 22;1179;499
01/08/2020;22 - 23;1091;474
01/08/2020;23 - 00;1056;321
02/08/2020;00 - 01;994;159
02/08/2020;01 - 02;990;126
02/08/2020;02 - 03;911;99
02/08/2020;03 - 04;851;131
02/08/2020;04 - 05;683;174
02/08/2020;05 - 06;637;121
02/08/2020;06 - 07;600;83
02/08/2020;07 - 08;570;81
02/08/2020;08 - 09;587;108
02/08/2020;09 - 10;616;117
02/08/2020;10 - 11;616;132
02/08/2020;11 - 12;599;148
02/08/2020;12 - 13;666;128
02/08/2020;13 - 14;659;106
02/08/2020;14 - 15;655;80
02/08/2020;15 - 16;803;52
02/08/2020;16 - 17;802;39
02/08/2020;17 - 18;763;32
02/08/2020;18 - 19;792;32
02/08/2020;19 - 20;866;38
02/08/2020;20 - 21;816;61
02/08/2020;21 - 22;708;168
02/08/2020;22 - 23;797;202
02/08/2020;23 - 00;827;318
03/08/2020;00 - 01;826;303
03/08/2020;01 - 02;784;263
03/08/2020;02 - 03;818;228
03/08/2020;03 - 04;749;217
03/08/2020;04 - 05;770;230
03/08/2020;05 - 06;756;195
03/08/2020;06 - 07;625;112
03/08/2020;07 - 08;486;71
03/08/2020;08 - 09;511;58
03/08/2020;09 - 10;606;44
03/08/2020;10 - 11;620;58
03/08/2020;11 - 12;656;102
03/08/2020;12 - 13;699;132
03/08/2020;13 - 14;751;118
03/08/2020;14 - 15;786;124
03/08/2020;15 - 16;771;124
03/08/2020;16 - 17;784;103
03/08/2020;17 - 18;797;79
03/08/2020;18 - 19;854;70
03/08/2020;19 - 20;893;65
03/08/2020;20 - 21;839;55
03/08/2020;21 - 22;809;59
03/08/2020;22 - 23;797;64
03/08/2020;23 - 00;721;86
04/08/2020;00 - 01;693;85
04/08/2020;01 - 02;680;133
04/08/2020;02 - 03;641;171
04/08/2020;03 - 04;635;144
04/08/2020;04 - 05;615;112
04/08/2020;05 - 06;578;85
04/08/2020;06 - 07;523;68
04/08/2020;07 - 08;435;43
04/08/2020;08 - 09;428;34
04/08/2020;09 - 10;564;42
04/08/2020;10 - 11;550;55
04/08/2020;11 - 12;550;76
04/08/2020;12 - 13;541;116
04/08/2020;13 - 14;667;147
04/08/2020;14 - 15;740;146
04/08/2020;15 - 16;775;139
04/08/2020;16 - 17;767;125
04/08/2020;17 - 18;730;142
04/08/2020;18 - 19;689;115
04/08/2020;19 - 20;574;77
04/08/2020;20 - 21;491;79
04/08/2020;21 - 22;608;123
04/08/2020;22 - 23;781;170
04/08/2020;23 - 00;884;154
05/08/2020;00 - 01;927;100
05/08/2020;01 - 02;823;86
05/08/2020;02 - 03;940;81
05/08/2020;03 - 04;1046;84
05/08/2020;04 - 05;1040;104
05/08/2020;05 - 06;1112;145
05/08/2020;06 - 07;1505;229
05/08/2020;07 - 08;1696;339
05/08/2020;08 - 09;1743;421
05/08/2020;09 - 10;1469;465
05/08/2020;10 - 11;1450;505
05/08/2020;11 - 12;1334;515
05/08/2020;12 - 13;1629;509
05/08/2020;13 - 14;1704;471
05/08/2020;14 - 15;1643;447
05/08/2020;15 - 16;2245;404
05/08/2020;16 - 17;2393;352
05/08/2020;17 - 18;2103;289
05/08/2020;18 - 19;1977;199
05/08/2020;19 - 20;1519;121
05/08/2020;20 - 21;1244;80
05/08/2020;21 - 22;956;50
05/08/2020;22 - 23;877;38
05/08/2020;23 - 00;881;46
06/08/2020;00 - 01;822;89
06/08/2020;01 - 02;788;87
06/08/2020;02 - 03;738;55
06/08/2020;03 - 04;798;38
06/08/2020;04 - 05;1111;65
06/08/2020;05 - 06;869;81
06/08/2020;06 - 07;1269;99
06/08/2020;07 - 08;1078;88
06/08/2020;08 - 09;873;71
06/08/2020;09 - 10;748;66
06/08/2020;10 - 11;552;81
06/08/2020;11 - 12;414;108
06/08/2020;12 - 13;329;132
06/08/2020;13 - 14;347;132
06/08/2020;14 - 15;343;119
06/08/2020;15 - 16;308;113
06/08/2020;16 - 17;315;118
06/08/2020;17 - 18;304;164
06/08/2020;18 - 19;293;198
06/08/2020;19 - 20;280;213
06/08/2020;20 - 21;292;279
06/08/2020;21 - 22;431;379
06/08/2020;22 - 23;489;436
06/08/2020;23 - 00;462;437
07/08/2020;00 - 01;375;380
07/08/2020;01 - 02;270;287
07/08/2020;02 - 03;271;227
07/08/2020;03 - 04;320;187
07/08/2020;04 - 05;317;150
07/08/2020;05 - 06;285;111
07/08/2020;06 - 07;260;76
07/08/2020;07 - 08;208;49
07/08/2020;08 - 09;148;22
07/08/2020;09 - 10;102;19
07/08/2020;10 - 11;92;19
07/08/2020;11 - 12;111;27
07/08/2020;12 - 13;148;41
07/08/2020;13 - 14;183;71
07/08/2020;14 - 15;194;111
07/08/2020;15 - 16;198;143
07/08/2020;16 - 17;209;197
07/08/2020;17 - 18;259;218
07/08/2020;18 - 19;281;252
07/08/2020;19 - 20;288;248
07/08/2020;20 - 21;381;214
07/08/2020;21 - 22;488;202
07/08/2020;22 - 23;645;197
07/08/2020;23 - 00;732;177
08/08/2020;00 - 01;756;141
08/08/2020;01 - 02;803;131
08/08/2020;02 - 03;729;113
08/08/2020;03 - 04;640;98
08/08/2020;04 - 05;531;82
08/08/2020;05 - 06;405;63
08/08/2020;06 - 07;321;43
08/08/2020;07 - 08;223;22
08/08/2020;08 - 09;112;13
08/08/2020;09 - 10;67;15
08/08/2020;10 - 11;51;12
08/08/2020;11 - 12;46;14
08/08/2020;12 - 13;45;14
08/08/2020;13 - 14;46;16
08/08/2020;14 - 15;55;17
08/08/2020;15 - 16;74;18
08/08/2020;16 - 17;84;17
08/08/2020;17 - 18;81;22
08/08/2020;18 - 19;76;26
08/08/2020;19 - 20;72;35
08/08/2020;20 - 21;84;33
08/08/2020;21 - 22;123;35
08/08/2020;22 - 23;175;50
08/08/2020;23 - 00;186;65
09/08/2020;00 - 01;207;63
09/08/2020;01 - 02;214;66
09/08/2020;02 - 03;229;72
09/08/2020;03 - 04;226;57
09/08/2020;04 - 05;237;52
09/08/2020;05 - 06;214;51
09/08/2020;06 - 07;216;74
09/08/2020;07 - 08;199;96
09/08/2020;08 - 09;129;82
09/08/2020;09 - 10;100;55
09/08/2020;10 - 11;91;42
09/08/2020;11 - 12;100;28
09/08/2020;12 - 13;134;27
09/08/2020;13 - 14;164;33
09/08/2020;14 - 15;179;47
09/08/2020;15 - 16;206;60
09/08/2020;16 - 17;225;78
09/08/2020;17 - 18;238;91
09/08/2020;18 - 19;270;78
09/08/2020;19 - 20;257;74
09/08/2020;20 - 21;260;81
09/08/2020;21 - 22;264;83
09/08/2020;22 - 23;256;83
09/08/2020;23 - 00;257;68
10/08/2020;00 - 01;275;87
10/08/2020;01 - 02;274;123
10/08/2020;02 - 03;306;132
10/08/2020;03 - 04;282;96
10/08/2020;04 - 05;284;85
10/08/2020;05 - 06;268;86
10/08/2020;06 - 07;303;100
10/08/2020;07 - 08;259;81
10/08/2020;08 - 09;177;60
10/08/2020;09 - 10;140;59
10/08/2020;10 - 11;153;76
10/08/2020;11 - 12;131;69
10/08/2020;12 - 13;171;96
10/08/2020;13 - 14;187;131
10/08/2020;14 - 15;223;190
10/08/2020;15 - 16;309;268
10/08/2020;16 - 17;394;363
10/08/2020;17 - 18;438;423
10/08/2020;18 - 19;516;472
10/08/2020;19 - 20;567;420
10/08/2020;20 - 21;607;286
10/08/2020;21 - 22;701;268
10/08/2020;22 - 23;679;271
10/08/2020;23 - 00;623;257
11/08/2020;00 - 01;601;216
11/08/2020;01 - 02;490;264
11/08/2020;02 - 03;472;332
11/08/2020;03 - 04;533;291
11/08/2020;04 - 05;524;264
11/08/2020;05 - 06;409;315
11/08/2020;06 - 07;368;296
11/08/2020;07 - 08;318;257
11/08/2020;08 - 09;246;288
11/08/2020;09 - 10;226;320
11/08/2020;10 - 11;260;294
11/08/2020;11 - 12;290;253
11/08/2020;12 - 13;284;293
11/08/2020;13 - 14;293;373
11/08/2020;14 - 15;369;441
11/08/2020;15 - 16;436;481
11/08/2020;16 - 17;510;502
11/08/2020;17 - 18;547;498
11/08/2020;18 - 19;603;468
11/08/2020;19 - 20;619;425
11/08/2020;20 - 21;630;420
11/08/2020;21 - 22;791;422
11/08/2020;22 - 23;943;357
11/08/2020;23 - 00;619;331
12/08/2020;00 - 01;535;260
12/08/2020;01 - 02;596;240
12/08/2020;02 - 03;681;219
12/08/2020;03 - 04;747;240
12/08/2020;04 - 05;723;273
12/08/2020;05 - 06;756;297
12/08/2020;06 - 07;851;288
12/08/2020;07 - 08;756;276
12/08/2020;08 - 09;705;255
12/08/2020;09 - 10;724;223
12/08/2020;10 - 11;676;217
12/08/2020;11 - 12;642;274
12/08/2020;12 - 13;690;352
12/08/2020;13 - 14;770;393
12/08/2020;14 - 15;771;394
12/08/2020;15 - 16;733;395
12/08/2020;16 - 17;655;419
12/08/2020;17 - 18;617;400
12/08/2020;18 - 19;546;380
12/08/2020;19 - 20;483;385
12/08/2020;20 - 21;567;372
12/08/2020;21 - 22;731;347
12/08/2020;22 - 23;507;310
12/08/2020;23 - 00;474;195
13/08/2020;00 - 01;763;211
13/08/2020;01 - 02;395;129
13/08/2020;02 - 03;332;133
13/08/2020;03 - 04;295;137
13/08/2020;04 - 05;285;167
13/08/2020;05 - 06;523;195
13/08/2020;06 - 07;576;253
13/08/2020;07 - 08;486;246
13/08/2020;08 - 09;315;208
13/08/2020;09 - 10;239;211
13/08/2020;10 - 11;203;255
13/08/2020;11 - 12;190;272
13/08/2020;12 - 13;186;294
13/08/2020;13 - 14;169;321
13/08/2020;14 - 15;163;312
13/08/2020;15 - 16;159;271
13/08/2020;16 - 17;159;260
13/08/2020;17 - 18;156;256
13/08/2020;18 - 19;128;244
13/08/2020;19 - 20;127;243
13/08/2020;20 - 21;164;214
13/08/2020;21 - 22;255;238
13/08/2020;22 - 23;293;167
13/08/2020;23 - 00;334;111
14/08/2020;00 - 01;317;88
14/08/2020;01 - 02;295;93
14/08/2020;02 - 03;262;126
14/08/2020;03 - 04;204;129
14/08/2020;04 - 05;162;158
14/08/2020;05 - 06;156;169
14/08/2020;06 - 07;130;185
14/08/2020;07 - 08;101;153
14/08/2020;08 - 09;70;111
14/08/2020;09 - 10;48;92
14/08/2020;10 - 11;59;79
14/08/2020;11 - 12;72;70
14/08/2020;12 - 13;76;58
14/08/2020;13 - 14;81;50
14/08/2020;14 - 15;111;54
14/08/2020;15 - 16;161;60
14/08/2020;16 - 17;199;51
14/08/2020;17 - 18;222;50
14/08/2020;18 - 19;222;54
14/08/2020;19 - 20;191;65
14/08/2020;20 - 21;186;60
14/08/2020;21 - 22;197;65
14/08/2020;22 - 23;219;64
14/08/2020;23 - 00;213;55
15/08/2020;00 - 01;194;55
15/08/2020;01 - 02;160;51
15/08/2020;02 - 03;158;54
15/08/2020;03 - 04;183;56
15/08/2020;04 - 05;151;38
15/08/2020;05 - 06;147;30
15/08/2020;06 - 07;140;35
15/08/2020;07 - 08;121;27
15/08/2020;08 - 09;76;15
15/08/2020;09 - 10;67;13
15/08/2020;10 - 11;61;12
15/08/2020;11 - 12;63;13
15/08/2020;12 - 13;63;15
15/08/2020;13 - 14;72;25
15/08/2020;14 - 15;93;40
15/08/2020;15 - 16;119;59
15/08/2020;16 - 17;168;79
15/08/2020;17 - 18;205;101
15/08/2020;18 - 19;222;105
15/08/2020;19 - 20;203;102
15/08/2020;20 - 21;189;101
15/08/2020;21 - 22;206;130
15/08/2020;22 - 23;191;155
15/08/2020;23 - 00;153;193
16/08/2020;00 - 01;124;199
16/08/2020;01 - 02;123;205
16/08/2020;02 - 03;139;172
16/08/2020;03 - 04;127;130
16/08/2020;04 - 05;122;116
16/08/2020;05 - 06;139;109
16/08/2020;06 - 07;171;107
16/08/2020;07 - 08;161;90
16/08/2020;08 - 09;121;44
16/08/2020;09 - 10;82;28
16/08/2020;10 - 11;94;44
16/08/2020;11 - 12;141;67
16/08/2020;12 - 13;205;83
16/08/2020;13 - 14;182;95
16/08/2020;14 - 15;190;118
16/08/2020;15 - 16;204;156
16/08/2020;16 - 17;244;178
16/08/2020;17 - 18;307;218
16/08/2020;18 - 19;332;271
16/08/2020;19 - 20;336;308
16/08/2020;20 - 21;457;320
16/08/2020;21 - 22;615;317
16/08/2020;22 - 23;733;328
16/08/2020;23 - 00;760;346
17/08/2020;00 - 01;856;330
17/08/2020;01 - 02;817;272
17/08/2020;02 - 03;737;224
17/08/2020;03 - 04;702;192
17/08/2020;04 - 05;663;171
17/08/2020;05 - 06;677;163
17/08/2020;06 - 07;687;163
17/08/2020;07 - 08;637;146
17/08/2020;08 - 09;425;110
17/08/2020;09 - 10;332;100
17/08/2020;10 - 11;326;140
17/08/2020;11 - 12;436;180
17/08/2020;12 - 13;581;215
17/08/2020;13 - 14;630;246
17/08/2020;14 - 15;666;269
17/08/2020;15 - 16;736;317
17/08/2020;16 - 17;714;403
17/08/2020;17 - 18;676;462
17/08/2020;18 - 19;547;478
17/08/2020;19 - 20;322;396
17/08/2020;20 - 21;405;384
17/08/2020;21 - 22;593;346
17/08/2020;22 - 23;719;316
17/08/2020;23 - 00;707;283
18/08/2020;00 - 01;651;185
18/08/2020;01 - 02;567;124
18/08/2020;02 - 03;488;69
18/08/2020;03 - 04;422;66
18/08/2020;04 - 05;355;75
18/08/2020;05 - 06;367;110
18/08/2020;06 - 07;388;100
18/08/2020;07 - 08;346;77
18/08/2020;08 - 09;221;50
18/08/2020;09 - 10;182;72
18/08/2020;10 - 11;126;65
18/08/2020;11 - 12;122;36
18/08/2020;12 - 13;224;35
18/08/2020;13 - 14;263;39
18/08/2020;14 - 15;215;44
18/08/2020;15 - 16;193;33
18/08/2020;16 - 17;239;24
18/08/2020;17 - 18;156;23
18/08/2020;18 - 19;128;19
18/08/2020;19 - 20;124;13
18/08/2020;20 - 21;99;14
18/08/2020;21 - 22;95;23
18/08/2020;22 - 23;87;39
18/08/2020;23 - 00;76;40
19/08/2020;00 - 01;62;36
19/08/2020;01 - 02;57;69
19/08/2020;02 - 03;56;59
19/08/2020;03 - 04;63;38
19/08/2020;04 - 05;55;31
19/08/2020;05 - 06;49;36
19/08/2020;06 - 07;39;36
19/08/2020;07 - 08;34;30
19/08/2020;08 - 09;38;17
19/08/2020;09 - 10;35;15
19/08/2020;10 - 11;41;15
19/08/2020;11 - 12;69;25
19/08/2020;12 - 13;112;33
19/08/2020;13 - 14;137;26
19/08/2020;14 - 15;146;28
19/08/2020;15 - 16;147;27
19/08/2020;16 - 17;137;22
19/08/2020;17 - 18;113;19
19/08/2020;18 - 19;103;16
19/08/2020;19 - 20;82;16
19/08/2020;20 - 21;80;22
19/08/2020;21 - 22;64;30
19/08/2020;22 - 23;65;37
19/08/2020;23 - 00;101;52
20/08/2020;00 - 01;153;130
20/08/2020;01 - 02;312;162
20/08/2020;02 - 03;507;150
20/08/2020;03 - 04;637;161
20/08/2020;04 - 05;721;195
20/08/2020;05 - 06;644;193
20/08/2020;06 - 07;640;216
20/08/2020;07 - 08;703;223
20/08/2020;08 - 09;621;243
20/08/2020;09 - 10;577;245
20/08/2020;10 - 11;644;266
20/08/2020;11 - 12;677;287
20/08/2020;12 - 13;651;260
20/08/2020;13 - 14;784;222
20/08/2020;14 - 15;914;184
20/08/2020;15 - 16;883;155
20/08/2020;16 - 17;755;126
